CHAVE DE ACESSO,MODELO,SÉRIE,NÚMERO,NATUREZA DA OPERAÇÃO,DATA EMISSÃO,EVENTO MAIS RECENTE,DATA/HORA EVENTO MAIS RECENTE,CPF/CNPJ Emitente,RAZÃO SOCIAL EMITENTE,INSCRIÇÃO ESTADUAL EMITENTE,UF EMITENTE,MUNICÍPIO EMITENTE,CNPJ DESTINATÁRIO,NOME DESTINATÁRIO,UF DESTINATÁRIO,INDICADOR IE DESTINATÁRIO,DESTINO DA OPERAÇÃO,CONSUMIDOR FINAL,PRESENÇA DO COMPRADOR,VALOR NOTA FISCAL
,,,,,2024-07-08,,2024-07-08,10000031/0001-31,,,,Sigma Distribuições,10000031/0001-31,Sigma Distribuições,,,,,,202407-0015
,,,,,2024-07-23,,2024-07-23,10000032/0001-32,,,,Sigma Distribuições,10000032/0001-32,Sigma Distribuições,,,,,,202407-0016
,,,,,2024-07-06,,2024-07-06,10000029/0001-29,,,,Delta Serviços,10000029/0001-29,Delta Serviços,,,,,,202407-0017
,,,,,2024-07-07,,2024-07-07,10000034/0001-34,,,,Sigma Distribuições,10000034/0001-34,Sigma Distribuições,,,,,,202407-0018
,,,,,2024-07-16,,2024-07-16,10000032/0001-32,,,,Epsilon Produtos,10000032/0001-32,Epsilon Produtos,,,,,,202407-0019
,,,,,2024-07-18,,2024-07-18,10000030/0001-30,,,,Beta Distribuição SA,10000030/0001-30,Beta Distribuição SA,,,,,,202407-0020
,,,,,2024-07-05,,2024-07-05,10000034/0001-34,,,,Epsilon Produtos,10000034/0001-34,Epsilon Produtos,,,,,,202407-0021
,,,,,2024-07-06,,2024-07-06,10000027/0001-27,,,,Epsilon Produtos,10000027/0001-27,Epsilon Produtos,,,,,,202407-0022
,,,,,2024-07-21,,2024-07-21,10000031/0001-31,,,,Sigma Distribuições,10000031/0001-31,Sigma Distribuições,,,,,,202407-0023
,,,,,2024-07-11,,2024-07-11,10000044/0001-44,,,,Delta Serviços,10000044/0001-44,Delta Serviços,,,,,,202407-0024
,,,,,2024-07-27,,2024-07-27,10000038/0001-38,,,,Epsilon Produtos,10000038/0001-38,Epsilon Produtos,,,,,,202407-0025
,,,,,2024-07-03,,2024-07-03,10000045/0001-45,,,,Gamma Importações,10000045/0001-45,Gamma Importações,,,,,,202407-0026
,,,,,2024-07-21,,2024-07-21,10000042/0001-42,,,,Omega Comércio,10000042/0001-42,Omega Comércio,,,,,,202407-0027
,,,,,2024-07-12,,2024-07-12,10000044/0001-44,,,,Sigma Distribuições,10000044/0001-44,Sigma Distribuições,,,,,,202407-0028
,,,,,2024-07-21,,2024-07-21,10000039/0001-39,,,,Beta Distribuição SA,10000039/0001-39,Beta Distribuição SA,,,,,,202407-0029
,,,,,2024-07-07,,2024-07-07,10000038/0001-38,,,,Sigma Distribuições,10000038/0001-38,Sigma Distribuições,,,,,,202407-0030
,,,,,2024-07-02,,2024-07-02,10000048/0001-48,,,,ACME Comércio Ltda,10000048/0001-48,ACME Comércio Ltda,,,,,,202407-0031
,,,,,2024-07-02,,2024-07-02,10000043/0001-43,,,,Gamma Importações,10000043/0001-43,Gamma Importações,,,,,,202407-0032
,,,,,2024-07-21,,2024-07-21,10000038/0001-38,,,,Epsilon Produtos,10000038/0001-38,Epsilon Produtos,,,,,,202407-0033
,,,,,2024-07-24,,2024-07-24,10000049/0001-49,,,,Omega Comércio,10000049/0001-49,Omega Comércio,,,,,,202407-0034
,,,,,2024-07-17,,2024-07-17,10000049/0001-49,,,,Zeta Ltda,10000049/0001-49,Zeta Ltda,,,,,,202407-0035
,,,,,2024-07-19,,2024-07-19,10000049/0001-49,,,,Epsilon Produtos,10000049/0001-49,Epsilon Produtos,,,,,,202407-0036
,,,,,2024-07-25,,2024-07-25,10000051/0001-51,,,,Zeta Ltda,10000051/0001-51,Zeta Ltda,,,,,,202407-0037
,,,,,2024-07-04,,2024-07-04,10000042/0001-42,,,,Delta Serviços,10000042/0001-42,Delta Serviços,,,,,,202407-0038
,,,,,2024-07-14,,2024-07-14,10000049/0001-49,,,,Beta Distribuição SA,10000049/0001-49,Beta Distribuição SA,,,,,,202407-0039
,,,,,2024-07-14,,2024-07-14,10000045/0001-45,,,,Epsilon Produtos,10000045/0001-45,Epsilon Produtos,,,,,,202407-0040
,,,,,2024-07-03,,2024-07-03,10000053/0001-53,,,,Delta Serviços,10000053/0001-53,Delta Serviços,,,,,,202407-0041
,,,,,2024-07-06,,2024-07-06,10000054/0001-54,,,,Delta Serviços,10000054/0001-54,Delta Serviços,,,,,,202407-0042
,,,,,2024-07-11,,2024-07-11,10000054/0001-54,,,,Gamma Importações,10000054/0001-54,Gamma Importações,,,,,,202407-0043
,,,,,2024-07-09,,2024-07-09,10000064/0001-64,,,,Delta Serviços,10000064/0001-64,Delta Serviços,,,,,,202407-0044
,,,,,2024-07-07,,2024-07-07,10000055/0001-55,,,,Beta Distribuição SA,10000055/0001-55,Beta Distribuição SA,,,,,,202407-0045
,,,,,2024-07-20,,2024-07-20,10000065/0001-65,,,,Gamma Importações,10000065/0001-65,Gamma Importações,,,,,,202407-0046
,,,,,2024-07-01,,2024-07-01,10000063/0001-63,,,,Sigma Distribuições,10000063/0001-63,Sigma Distribuições,,,,,,202407-0047
,,,,,2024-07-26,,2024-07-26,10000062/0001-62,,,,Zeta Ltda,10000062/0001-62,Zeta Ltda,,,,,,202407-0048
,,,,,2024-07-15,,2024-07-15,10000064/0001-64,,,,Omega Comércio,10000064/0001-64,Omega Comércio,,,,,,202407-0049
,,,,,2024-07-23,,2024-07-23,10000061/0001-61,,,,Gamma Importações,10000061/0001-61,Gamma Importações,,,,,,202407-0050
,,,,,2024-07-06,,2024-07-06,10000056/0001-56,,,,Epsilon Produtos,10000056/0001-56,Epsilon Produtos,,,,,,202407-0051
,,,,,2024-07-16,,2024-07-16,10000065/0001-65,,,,Epsilon Produtos,10000065/0001-65,Epsilon Produtos,,,,,,202407-0052
,,,,,2024-07-12,,2024-07-12,10000059/0001-59,,,,Zeta Ltda,10000059/0001-59,Zeta Ltda,,,,,,202407-0053
,,,,,2024-07-12,,2024-07-12,10000071/0001-71,,,,ACME Comércio Ltda,10000071/0001-71,ACME Comércio Ltda,,,,,,202407-0054
,,,,,2024-07-23,,2024-07-23,10000070/0001-70,,,,Omega Comércio,10000070/0001-70,Omega Comércio,,,,,,202407-0055
,,,,,2024-07-24,,2024-07-24,10000076/0001-76,,,,Delta Serviços,10000076/0001-76,Delta Serviços,,,,,,202407-0056
,,,,,2024-07-17,,2024-07-17,10000063/0001-63,,,,Zeta Ltda,10000063/0001-63,Zeta Ltda,,,,,,202407-0057
,,,,,2024-07-11,,2024-07-11,10000068/0001-68,,,,Beta Distribuição SA,10000068/0001-68,Beta Distribuição SA,,,,,,202407-0058
,,,,,2024-07-20,,2024-07-20,10000066/0001-66,,,,Omega Comércio,10000066/0001-66,Omega Comércio,,,,,,202407-0059
,,,,,2024-07-06,,2024-07-06,10000077/0001-77,,,,ACME Comércio Ltda,10000077/0001-77,ACME Comércio Ltda,,,,,,202407-0060
,,,,,2024-07-08,,2024-07-08,10000068/0001-68,,,,Omega Comércio,10000068/0001-68,Omega Comércio,,,,,,202407-0061
,,,,,2024-07-24,,2024-07-24,10000068/0001-68,,,,Zeta Ltda,10000068/0001-68,Zeta Ltda,,,,,,202407-0062
,,,,,2024-07-17,,2024-07-17,10000075/0001-75,,,,Delta Serviços,10000075/0001-75,Delta Serviços,,,,,,202407-0063
,,,,,2024-07-14,,2024-07-14,10000072/0001-72,,,,Sigma Distribuições,10000072/0001-72,Sigma Distribuições,,,,,,202407-0064
,,,,,2024-07-15,,2024-07-15,10000078/0001-78,,,,Epsilon Produtos,10000078/0001-78,Epsilon Produtos,,,,,,202407-0065
,,,,,2024-07-15,,2024-07-15,10000081/0001-81,,,,Omega Comércio,10000081/0001-81,Omega Comércio,,,,,,202407-0066
,,,,,2024-07-09,,2024-07-09,10000070/0001-70,,,,Gamma Importações,10000070/0001-70,Gamma Importações,,,,,,202407-0067
,,,,,2024-07-21,,2024-07-21,10000076/0001-76,,,,Sigma Distribuições,10000076/0001-76,Sigma Distribuições,,,,,,202407-0068
,,,,,2024-07-25,,2024-07-25,10000089/0001-89,,,,Delta Serviços,10000089/0001-89,Delta Serviços,,,,,,202407-0069
,,,,,2024-07-03,,2024-07-03,10000090/0001-90,,,,Delta Serviços,10000090/0001-90,Delta Serviços,,,,,,202407-0070
,,,,,2024-07-02,,2024-07-02,10000090/0001-90,,,,Gamma Importações,10000090/0001-90,Gamma Importações,,,,,,202407-0071
,,,,,2024-07-04,,2024-07-04,10000081/0001-81,,,,ACME Comércio Ltda,10000081/0001-81,ACME Comércio Ltda,,,,,,202407-0072
,,,,,2024-07-20,,2024-07-20,10000082/0001-82,,,,ACME Comércio Ltda,10000082/0001-82,ACME Comércio Ltda,,,,,,202407-0073
,,,,,2024-07-24,,2024-07-24,10000087/0001-87,,,,Epsilon Produtos,10000087/0001-87,Epsilon Produtos,,,,,,202407-0074
,,,,,2024-07-12,,2024-07-12,10000086/0001-86,,,,Gamma Importações,10000086/0001-86,Gamma Importações,,,,,,202407-0075
,,,,,2024-07-11,,2024-07-11,10000093/0001-93,,,,ACME Comércio Ltda,10000093/0001-93,ACME Comércio Ltda,,,,,,202407-0076
,,,,,2024-07-26,,2024-07-26,10000082/0001-82,,,,Epsilon Produtos,10000082/0001-82,Epsilon Produtos,,,,,,202407-0077
,,,,,2024-07-01,,2024-07-01,10000094/0001-94,,,,Sigma Distribuições,10000094/0001-94,Sigma Distribuições,,,,,,202407-0078
,,,,,2024-07-14,,2024-07-14,10000090/0001-90,,,,Gamma Importações,10000090/0001-90,Gamma Importações,,,,,,202407-0079
,,,,,2024-07-24,,2024-07-24,10000088/0001-88,,,,Sigma Distribuições,10000088/0001-88,Sigma Distribuições,,,,,,202407-0080
,,,,,2024-07-26,,2024-07-26,10000088/0001-88,,,,Omega Comércio,10000088/0001-88,Omega Comércio,,,,,,202407-0081
,,,,,2024-07-02,,2024-07-02,10000101/0001-02,,,,Gamma Importações,10000101/0001-02,Gamma Importações,,,,,,202407-0082
,,,,,2024-07-02,,2024-07-02,10000099/0001-00,,,,Sigma Distribuições,10000099/0001-00,Sigma Distribuições,,,,,,202407-0083
,,,,,2024-07-08,,2024-07-08,10000085/0001-85,,,,ACME Comércio Ltda,10000085/0001-85,ACME Comércio Ltda,,,,,,202407-0084
,,,,,2024-07-14,,2024-07-14,10000089/0001-89,,,,Delta Serviços,10000089/0001-89,Delta Serviços,,,,,,202407-0085
,,,,,2024-07-21,,2024-07-21,10000098/0001-98,,,,Delta Serviços,10000098/0001-98,Delta Serviços,,,,,,202407-0086
,,,,,2024-07-15,,2024-07-15,10000096/0001-96,,,,ACME Comércio Ltda,10000096/0001-96,ACME Comércio Ltda,,,,,,202407-0087
,,,,,2024-07-20,,2024-07-20,10000099/0001-00,,,,Gamma Importações,10000099/0001-00,Gamma Importações,,,,,,202407-0088
,,,,,2024-07-24,,2024-07-24,10000096/0001-96,,,,Omega Comércio,10000096/0001-96,Omega Comércio,,,,,,202407-0089
,,,,,2024-07-07,,2024-07-07,10000104/0001-05,,,,Zeta Ltda,10000104/0001-05,Zeta Ltda,,,,,,202407-0090
,,,,,2024-07-19,,2024-07-19,10000104/0001-05,,,,Epsilon Produtos,10000104/0001-05,Epsilon Produtos,,,,,,202407-0091
,,,,,2024-07-22,,2024-07-22,10000098/0001-98,,,,Zeta Ltda,10000098/0001-98,Zeta Ltda,,,,,,202407-0092
,,,,,2024-07-05,,2024-07-05,10000102/0001-03,,,,ACME Comércio Ltda,10000102/0001-03,ACME Comércio Ltda,,,,,,202407-0093
,,,,,2024-07-17,,2024-07-17,10000105/0001-06,,,,Gamma Importações,10000105/0001-06,Gamma Importações,,,,,,202407-0094
,,,,,2024-07-27,,2024-07-27,10000110/0001-11,,,,Omega Comércio,10000110/0001-11,Omega Comércio,,,,,,202407-0095
,,,,,2024-07-22,,2024-07-22,10000105/0001-06,,,,ACME Comércio Ltda,10000105/0001-06,ACME Comércio Ltda,,,,,,202407-0096
,,,,,2024-07-13,,2024-07-13,10000105/0001-06,,,,Sigma Distribuições,10000105/0001-06,Sigma Distribuições,,,,,,202407-0097
,,,,,2024-07-12,,2024-07-12,10000109/0001-10,,,,Gamma Importações,10000109/0001-10,Gamma Importações,,,,,,202407-0098
,,,,,2024-07-23,,2024-07-23,10000113/0001-14,,,,Zeta Ltda,10000113/0001-14,Zeta Ltda,,,,,,202407-0099
,,,,,2024-07-09,,2024-07-09,10000109/0001-10,,,,ACME Comércio Ltda,10000109/0001-10,ACME Comércio Ltda,,,,,,202407-0100
,,,,,2024-07-08,,2024-07-08,10000110/0001-11,,,,ACME Comércio Ltda,10000110/0001-11,ACME Comércio Ltda,,,,,,202407-0101
,,,,,2024-07-05,,2024-07-05,10000105/0001-06,,,,Gamma Importações,10000105/0001-06,Gamma Importações,,,,,,202407-0102
,,,,,2024-07-04,,2024-07-04,10000111/0001-12,,,,Sigma Distribuições,10000111/0001-12,Sigma Distribuições,,,,,,202407-0103
,,,,,2024-07-20,,2024-07-20,10000108/0001-09,,,,Delta Serviços,10000108/0001-09,Delta Serviços,,,,,,202407-0104
,,,,,2024-07-02,,2024-07-02,10000125/0001-26,,,,Delta Serviços,10000125/0001-26,Delta Serviços,,,,,,202407-0105
,,,,,2024-07-07,,2024-07-07,10000116/0001-17,,,,Beta Distribuição SA,10000116/0001-17,Beta Distribuição SA,,,,,,202407-0106
,,,,,2024-07-26,,2024-07-26,10000121/0001-22,,,,Zeta Ltda,10000121/0001-22,Zeta Ltda,,,,,,202407-0107
,,,,,2024-07-10,,2024-07-10,10000117/0001-18,,,,ACME Comércio Ltda,10000117/0001-18,ACME Comércio Ltda,,,,,,202407-0108
,,,,,2024-07-22,,2024-07-22,10000119/0001-20,,,,Beta Distribuição SA,10000119/0001-20,Beta Distribuição SA,,,,,,202407-0109
,,,,,2024-07-23,,2024-07-23,10000124/0001-25,,,,Zeta Ltda,10000124/0001-25,Zeta Ltda,,,,,,202407-0110
,,,,,2024-07-17,,2024-07-17,10000118/0001-19,,,,Omega Comércio,10000118/0001-19,Omega Comércio,,,,,,202407-0111
,,,,,2024-07-20,,2024-07-20,10000122/0001-23,,,,Beta Distribuição SA,10000122/0001-23,Beta Distribuição SA,,,,,,202407-0112
,,,,,2024-07-04,,2024-07-04,10000120/0001-21,,,,Omega Comércio,10000120/0001-21,Omega Comércio,,,,,,202407-0113
,,,,,2024-07-25,,2024-07-25,10000133/0001-34,,,,Gamma Importações,10000133/0001-34,Gamma Importações,,,,,,202407-0114
,,,,,2024-07-21,,2024-07-21,10000129/0001-30,,,,Zeta Ltda,10000129/0001-30,Zeta Ltda,,,,,,202407-0115
,,,,,2024-07-25,,2024-07-25,10000122/0001-23,,,,Zeta Ltda,10000122/0001-23,Zeta Ltda,,,,,,202407-0116
,,,,,2024-07-16,,2024-07-16,10000123/0001-24,,,,Zeta Ltda,10000123/0001-24,Zeta Ltda,,,,,,202407-0117
,,,,,2024-07-05,,2024-07-05,10000126/0001-27,,,,Sigma Distribuições,10000126/0001-27,Sigma Distribuições,,,,,,202407-0118
,,,,,2024-07-19,,2024-07-19,10000131/0001-32,,,,Delta Serviços,10000131/0001-32,Delta Serviços,,,,,,202407-0119
,,,,,2024-07-13,,2024-07-13,10000129/0001-30,,,,ACME Comércio Ltda,10000129/0001-30,ACME Comércio Ltda,,,,,,202407-0120
,,,,,2024-07-18,,2024-07-18,10000139/0001-40,,,,Beta Distribuição SA,10000139/0001-40,Beta Distribuição SA,,,,,,202407-0121
,,,,,2024-07-11,,2024-07-11,10000127/0001-28,,,,Epsilon Produtos,10000127/0001-28,Epsilon Produtos,,,,,,202407-0122
,,,,,2024-07-22,,2024-07-22,10000125/0001-26,,,,Beta Distribuição SA,10000125/0001-26,Beta Distribuição SA,,,,,,202407-0123
,,,,,2024-07-25,,2024-07-25,10000142/0001-43,,,,Beta Distribuição SA,10000142/0001-43,Beta Distribuição SA,,,,,,202407-0124
,,,,,2024-07-21,,2024-07-21,10000128/0001-29,,,,Gamma Importações,10000128/0001-29,Gamma Importações,,,,,,202407-0125
,,,,,2024-07-19,,2024-07-19,10000130/0001-31,,,,Delta Serviços,10000130/0001-31,Delta Serviços,,,,,,202407-0126
,,,,,2024-07-19,,2024-07-19,10000143/0001-44,,,,Sigma Distribuições,10000143/0001-44,Sigma Distribuições,,,,,,202407-0127
,,,,,2024-07-21,,2024-07-21,10000133/0001-34,,,,Epsilon Produtos,10000133/0001-34,Epsilon Produtos,,,,,,202407-0128
,,,,,2024-07-23,,2024-07-23,10000139/0001-40,,,,Beta Distribuição SA,10000139/0001-40,Beta Distribuição SA,,,,,,202407-0129
,,,,,2024-07-20,,2024-07-20,10000133/0001-34,,,,Gamma Importações,10000133/0001-34,Gamma Importações,,,,,,202407-0130
,,,,,2024-07-11,,2024-07-11,10000148/0001-49,,,,ACME Comércio Ltda,10000148/0001-49,ACME Comércio Ltda,,,,,,202407-0131
,,,,,2024-07-25,,2024-07-25,10000152/0001-53,,,,Delta Serviços,10000152/0001-53,Delta Serviços,,,,,,202407-0132
,,,,,2024-07-23,,2024-07-23,10000143/0001-44,,,,Beta Distribuição SA,10000143/0001-44,Beta Distribuição SA,,,,,,202407-0133
,,,,,2024-08-08,,2024-08-08,10000010/0001-10,,,,ACME Comércio Ltda,10000010/0001-10,ACME Comércio Ltda,,,,,,202408-0001
,,,,,2024-08-11,,2024-08-11,10000005/0001-05,,,,Gamma Importações,10000005/0001-05,Gamma Importações,,,,,,202408-0002
,,,,,2024-08-19,,2024-08-19,10000015/0001-15,,,,Delta Serviços,10000015/0001-15,Delta Serviços,,,,,,202408-0003
,,,,,2024-08-12,,2024-08-12,10000017/0001-17,,,,Epsilon Produtos,10000017/0001-17,Epsilon Produtos,,,,,,202408-0004
,,,,,2024-08-01,,2024-08-01,10000010/0001-10,,,,Epsilon Produtos,10000010/0001-10,Epsilon Produtos,,,,,,202408-0005
,,,,,2024-08-07,,2024-08-07,10000023/0001-23,,,,ACME Comércio Ltda,10000023/0001-23,ACME Comércio Ltda,,,,,,202408-0006
,,,,,2024-08-04,,2024-08-04,10000026/0001-26,,,,Gamma Importações,10000026/0001-26,Gamma Importações,,,,,,202408-0007
,,,,,2024-08-12,,2024-08-12,10000011/0001-11,,,,Gamma Importações,10000011/0001-11,Gamma Importações,,,,,,202408-0008
,,,,,2024-08-04,,2024-08-04,10000023/0001-23,,,,Zeta Ltda,10000023/0001-23,Zeta Ltda,,,,,,202408-0009
,,,,,2024-08-12,,2024-08-12,10000023/0001-23,,,,Epsilon Produtos,10000023/0001-23,Epsilon Produtos,,,,,,202408-0010
,,,,,2024-08-22,,2024-08-22,10000013/0001-13,,,,Beta Distribuição SA,10000013/0001-13,Beta Distribuição SA,,,,,,202408-0011
,,,,,2024-08-17,,2024-08-17,10000026/0001-26,,,,Zeta Ltda,10000026/0001-26,Zeta Ltda,,,,,,202408-0012
,,,,,2024-08-16,,2024-08-16,10000028/0001-28,,,,Omega Comércio,10000028/0001-28,Omega Comércio,,,,,,202408-0013
,,,,,2024-08-22,,2024-08-22,10000022/0001-22,,,,Sigma Distribuições,10000022/0001-22,Sigma Distribuições,,,,,,202408-0014
,,,,,2024-08-11,,2024-08-11,10000020/0001-20,,,,Epsilon Produtos,10000020/0001-20,Epsilon Produtos,,,,,,202408-0015
,,,,,2024-08-14,,2024-08-14,10000021/0001-21,,,,Epsilon Produtos,10000021/0001-21,Epsilon Produtos,,,,,,202408-0016
,,,,,2024-08-26,,2024-08-26,10000030/0001-30,,,,Epsilon Produtos,10000030/0001-30,Epsilon Produtos,,,,,,202408-0017
,,,,,2024-08-11,,2024-08-11,10000036/0001-36,,,,Beta Distribuição SA,10000036/0001-36,Beta Distribuição SA,,,,,,202408-0018
,,,,,2024-08-17,,2024-08-17,10000030/0001-30,,,,Gamma Importações,10000030/0001-30,Gamma Importações,,,,,,202408-0019
,,,,,2024-08-21,,2024-08-21,10000021/0001-21,,,,ACME Comércio Ltda,10000021/0001-21,ACME Comércio Ltda,,,,,,202408-0020
,,,,,2024-08-08,,2024-08-08,10000038/0001-38,,,,ACME Comércio Ltda,10000038/0001-38,ACME Comércio Ltda,,,,,,202408-0021
,,,,,2024-08-16,,2024-08-16,10000034/0001-34,,,,Delta Serviços,10000034/0001-34,Delta Serviços,,,,,,202408-0022
,,,,,2024-08-26,,2024-08-26,10000030/0001-30,,,,Omega Comércio,10000030/0001-30,Omega Comércio,,,,,,202408-0023
,,,,,2024-08-02,,2024-08-02,10000032/0001-32,,,,Sigma Distribuições,10000032/0001-32,Sigma Distribuições,,,,,,202408-0024
,,,,,2024-08-08,,2024-08-08,10000030/0001-30,,,,Epsilon Produtos,10000030/0001-30,Epsilon Produtos,,,,,,202408-0025
,,,,,2024-08-17,,2024-08-17,10000044/0001-44,,,,Beta Distribuição SA,10000044/0001-44,Beta Distribuição SA,,,,,,202408-0026
,,,,,2024-08-02,,2024-08-02,10000045/0001-45,,,,Beta Distribuição SA,10000045/0001-45,Beta Distribuição SA,,,,,,202408-0027
,,,,,2024-08-09,,2024-08-09,10000033/0001-33,,,,Epsilon Produtos,10000033/0001-33,Epsilon Produtos,,,,,,202408-0028
,,,,,2024-08-08,,2024-08-08,10000044/0001-44,,,,Omega Comércio,10000044/0001-44,Omega Comércio,,,,,,202408-0029
,,,,,2024-08-01,,2024-08-01,10000047/0001-47,,,,ACME Comércio Ltda,10000047/0001-47,ACME Comércio Ltda,,,,,,202408-0030
,,,,,2024-08-03,,2024-08-03,10000043/0001-43,,,,Delta Serviços,10000043/0001-43,Delta Serviços,,,,,,202408-0031
,,,,,2024-08-12,,2024-08-12,10000042/0001-42,,,,Beta Distribuição SA,10000042/0001-42,Beta Distribuição SA,,,,,,202408-0032
,,,,,2024-08-04,,2024-08-04,10000039/0001-39,,,,Zeta Ltda,10000039/0001-39,Zeta Ltda,,,,,,202408-0033
,,,,,2024-08-18,,2024-08-18,10000051/0001-51,,,,ACME Comércio Ltda,10000051/0001-51,ACME Comércio Ltda,,,,,,202408-0034
,,,,,2024-08-16,,2024-08-16,10000055/0001-55,,,,Delta Serviços,10000055/0001-55,Delta Serviços,,,,,,202408-0035
,,,,,2024-08-01,,2024-08-01,10000056/0001-56,,,,Delta Serviços,10000056/0001-56,Delta Serviços,,,,,,202408-0036
,,,,,2024-08-13,,2024-08-13,10000047/0001-47,,,,Beta Distribuição SA,10000047/0001-47,Beta Distribuição SA,,,,,,202408-0037
,,,,,2024-08-20,,2024-08-20,10000056/0001-56,,,,Beta Distribuição SA,10000056/0001-56,Beta Distribuição SA,,,,,,202408-0038
,,,,,2024-08-02,,2024-08-02,10000045/0001-45,,,,Zeta Ltda,10000045/0001-45,Zeta Ltda,,,,,,202408-0039
,,,,,2024-08-02,,2024-08-02,10000058/0001-58,,,,Beta Distribuição SA,10000058/0001-58,Beta Distribuição SA,,,,,,202408-0040
,,,,,2024-08-24,,2024-08-24,10000056/0001-56,,,,Omega Comércio,10000056/0001-56,Omega Comércio,,,,,,202408-0041
,,,,,2024-08-08,,2024-08-08,10000055/0001-55,,,,Epsilon Produtos,10000055/0001-55,Epsilon Produtos,,,,,,202408-0042
,,,,,2024-08-26,,2024-08-26,10000058/0001-58,,,,Omega Comércio,10000058/0001-58,Omega Comércio,,,,,,202408-0043
,,,,,2024-08-20,,2024-08-20,10000052/0001-52,,,,Sigma Distribuições,10000052/0001-52,Sigma Distribuições,,,,,,202408-0044
,,,,,2024-08-22,,2024-08-22,10000059/0001-59,,,,Zeta Ltda,10000059/0001-59,Zeta Ltda,,,,,,202408-0045
,,,,,2024-08-08,,2024-08-08,10000059/0001-59,,,,Epsilon Produtos,10000059/0001-59,Epsilon Produtos,,,,,,202408-0046
,,,,,2024-08-03,,2024-08-03,10000053/0001-53,,,,Zeta Ltda,10000053/0001-53,Zeta Ltda,,,,,,202408-0047
,,,,,2024-08-18,,2024-08-18,10000049/0001-49,,,,ACME Comércio Ltda,10000049/0001-49,ACME Comércio Ltda,,,,,,202408-0048
,,,,,2024-08-22,,2024-08-22,10000057/0001-57,,,,Sigma Distribuições,10000057/0001-57,Sigma Distribuições,,,,,,202408-0049
,,,,,2024-08-16,,2024-08-16,10000052/0001-52,,,,Beta Distribuição SA,10000052/0001-52,Beta Distribuição SA,,,,,,202408-0050
,,,,,2024-08-17,,2024-08-17,10000064/0001-64,,,,Epsilon Produtos,10000064/0001-64,Epsilon Produtos,,,,,,202408-0051
,,,,,2024-08-02,,2024-08-02,10000066/0001-66,,,,Zeta Ltda,10000066/0001-66,Zeta Ltda,,,,,,202408-0052
,,,,,2024-08-21,,2024-08-21,10000065/0001-65,,,,Delta Serviços,10000065/0001-65,Delta Serviços,,,,,,202408-0053
,,,,,2024-08-03,,2024-08-03,10000071/0001-71,,,,ACME Comércio Ltda,10000071/0001-71,ACME Comércio Ltda,,,,,,202408-0054
,,,,,2024-08-11,,2024-08-11,10000057/0001-57,,,,Beta Distribuição SA,10000057/0001-57,Beta Distribuição SA,,,,,,202408-0055
