CHAVE DE ACESSO,MODELO,SÉRIE,NÚMERO,NATUREZA DA OPERAÇÃO,DATA EMISSÃO,CPF/CNPJ Emitente,RAZÃO SOCIAL EMITENTE,INSCRIÇÃO ESTADUAL EMITENTE,UF EMITENTE,MUNICÍPIO EMITENTE,CNPJ DESTINATÁRIO,NOME DESTINATÁRIO,UF DESTINATÁRIO,INDICADOR IE DESTINATÁRIO,DESTINO DA OPERAÇÃO,CONSUMIDOR FINAL,PRESENÇA DO COMPRADOR,NÚMERO PRODUTO,DESCRIÇÃO DO PRODUTO/SERVIÇO,CÓDIGO NCM/SH,NCM/SH (TIPO DE PRODUTO),CFOP,QUANTIDADE,UNIDADE,VALOR UNITÁRIO,VALOR TOTAL
,,,,,,,,,,,,,,,,,,Produto 82,Produto 82,,Produto 82,,16,,224.72,224.72
,,,,,,,,,,,,,,,,,,Produto 7,Produto 7,,Produto 7,,14,,219.44,219.44
,,,,,,,,,,,,,,,,,,Produto 32,Produto 32,,Produto 32,,10,,470.31,470.31
,,,,,,,,,,,,,,,,,,Produto 49,Produto 49,,Produto 49,,1,,237.56,237.56
,,,,,,,,,,,,,,,,,,Produto 78,Produto 78,,Produto 78,,15,,158.54,158.54
,,,,,,,,,,,,,,,,,,Produto 49,Produto 49,,Produto 49,,12,,449.18,449.18
,,,,,,,,,,,,,,,,,,Produto 14,Produto 14,,Produto 14,,3,,203.19,203.19
,,,,,,,,,,,,,,,,,,Produto 64,Produto 64,,Produto 64,,6,,9.44,9.44
,,,,,,,,,,,,,,,,,,Produto 89,Produto 89,,Produto 89,,6,,39.32,39.32
,,,,,,,,,,,,,,,,,,Produto 92,Produto 92,,Produto 92,,5,,42.90,42.90
,,,,,,,,,,,,,,,,,,Produto 9,Produto 9,,Produto 9,,10,,82.70,82.70
,,,,,,,,,,,,,,,,,,Produto 30,Produto 30,,Produto 30,,18,,136.59,136.59
,,,,,,,,,,,,,,,,,,Produto 57,Produto 57,,Produto 57,,9,,171.77,171.77
,,,,,,,,,,,,,,,,,,Produto 25,Produto 25,,Produto 25,,19,,84.10,84.10
,,,,,,,,,,,,,,,,,,Produto 35,Produto 35,,Produto 35,,9,,10.25,10.25
,,,,,,,,,,,,,,,,,,Produto 31,Produto 31,,Produto 31,,12,,393.47,393.47
,,,,,,,,,,,,,,,,,,Produto 77,Produto 77,,Produto 77,,14,,242.08,242.08
,,,,,,,,,,,,,,,,,,Produto 44,Produto 44,,Produto 44,,10,,366.20,366.20
,,,,,,,,,,,,,,,,,,Produto 89,Produto 89,,Produto 89,,2,,319.01,319.01
,,,,,,,,,,,,,,,,,,Produto 67,Produto 67,,Produto 67,,13,,18.17,18.17
,,,,,,,,,,,,,,,,,,Produto 24,Produto 24,,Produto 24,,6,,398.40,398.40
,,,,,,,,,,,,,,,,,,Produto 49,Produto 49,,Produto 49,,10,,406.99,406.99
,,,,,,,,,,,,,,,,,,Produto 18,Produto 18,,Produto 18,,4,,47.69,47.69
,,,,,,,,,,,,,,,,,,Produto 44,Produto 44,,Produto 44,,18,,173.29,173.29
,,,,,,,,,,,,,,,,,,Produto 30,Produto 30,,Produto 30,,8,,441.11,441.11
,,,,,,,,,,,,,,,,,,Produto 19,Produto 19,,Produto 19,,5,,172.35,172.35
,,,,,,,,,,,,,,,,,,Produto 83,Produto 83,,Produto 83,,8,,316.43,316.43
,,,,,,,,,,,,,,,,,,Produto 62,Produto 62,,Produto 62,,19,,259.49,259.49
,,,,,,,,,,,,,,,,,,Produto 33,Produto 33,,Produto 33,,19,,439.11,439.11
,,,,,,,,,,,,,,,,,,Produto 16,Produto 16,,Produto 16,,7,,294.63,294.63
,,,,,,,,,,,,,,,,,,Produto 72,Produto 72,,Produto 72,,5,,220.65,220.65
,,,,,,,,,,,,,,,,,,Produto 26,Produto 26,,Produto 26,,5,,129.89,129.89
,,,,,,,,,,,,,,,,,,Produto 18,Produto 18,,Produto 18,,18,,28.81,28.81
,,,,,,,,,,,,,,,,,,Produto 77,Produto 77,,Produto 77,,7,,254.19,254.19
,,,,,,,,,,,,,,,,,,Produto 38,Produto 38,,Produto 38,,2,,458.46,458.46
,,,,,,,,,,,,,,,,,,Produto 88,Produto 88,,Produto 88,,18,,293.53,293.53
,,,,,,,,,,,,,,,,,,Produto 92,Produto 92,,Produto 92,,10,,41.76,41.76
,,,,,,,,,,,,,,,,,,Produto 29,Produto 29,,Produto 29,,6,,416.03,416.03
,,,,,,,,,,,,,,,,,,Produto 26,Produto 26,,Produto 26,,7,,467.51,467.51
,,,,,,,,,,,,,,,,,,Produto 22,Produto 22,,Produto 22,,19,,65.56,65.56
,,,,,,,,,,,,,,,,,,Produto 50,Produto 50,,Produto 50,,13,,229.89,229.89
,,,,,,,,,,,,,,,,,,Produto 13,Produto 13,,Produto 13,,2,,355.50,355.50
,,,,,,,,,,,,,,,,,,Produto 35,Produto 35,,Produto 35,,6,,191.64,191.64
,,,,,,,,,,,,,,,,,,Produto 70,Produto 70,,Produto 70,,16,,315.93,315.93
,,,,,,,,,,,,,,,,,,Produto 67,Produto 67,,Produto 67,,18,,482.95,482.95
,,,,,,,,,,,,,,,,,,Produto 94,Produto 94,,Produto 94,,4,,388.63,388.63
,,,,,,,,,,,,,,,,,,Produto 63,Produto 63,,Produto 63,,18,,51.13,51.13
,,,,,,,,,,,,,,,,,,Produto 37,Produto 37,,Produto 37,,13,,204.04,204.04
,,,,,,,,,,,,,,,,,,Produto 22,Produto 22,,Produto 22,,4,,498.00,498.00
,,,,,,,,,,,,,,,,,,Produto 35,Produto 35,,Produto 35,,16,,141.36,141.36
,,,,,,,,,,,,,,,,,,Produto 74,Produto 74,,Produto 74,,17,,482.84,482.84
,,,,,,,,,,,,,,,,,,Produto 2,Produto 2,,Produto 2,,2,,340.45,340.45
,,,,,,,,,,,,,,,,,,Produto 26,Produto 26,,Produto 26,,3,,325.41,325.41
,,,,,,,,,,,,,,,,,,Produto 67,Produto 67,,Produto 67,,18,,184.99,184.99
,,,,,,,,,,,,,,,,,,Produto 70,Produto 70,,Produto 70,,12,,242.45,242.45
,,,,,,,,,,,,,,,,,,Produto 40,Produto 40,,Produto 40,,3,,412.94,412.94
,,,,,,,,,,,,,,,,,,Produto 66,Produto 66,,Produto 66,,14,,402.75,402.75
,,,,,,,,,,,,,,,,,,Produto 69,Produto 69,,Produto 69,,9,,470.50,470.50
,,,,,,,,,,,,,,,,,,Produto 99,Produto 99,,Produto 99,,17,,189.13,189.13
,,,,,,,,,,,,,,,,,,Produto 92,Produto 92,,Produto 92,,11,,72.39,72.39
,,,,,,,,,,,,,,,,,,Produto 27,Produto 27,,Produto 27,,3,,25.71,25.71
,,,,,,,,,,,,,,,,,,Produto 21,Produto 21,,Produto 21,,5,,476.70,476.70
,,,,,,,,,,,,,,,,,,Produto 93,Produto 93,,Produto 93,,6,,334.00,334.00
,,,,,,,,,,,,,,,,,,Produto 32,Produto 32,,Produto 32,,6,,162.40,162.40
,,,,,,,,,,,,,,,,,,Produto 97,Produto 97,,Produto 97,,1,,87.02,87.02
,,,,,,,,,,,,,,,,,,Produto 25,Produto 25,,Produto 25,,19,,321.89,321.89
,,,,,,,,,,,,,,,,,,Produto 22,Produto 22,,Produto 22,,7,,127.35,127.35
,,,,,,,,,,,,,,,,,,Produto 54,Produto 54,,Produto 54,,3,,311.53,311.53
,,,,,,,,,,,,,,,,,,Produto 69,Produto 69,,Produto 69,,8,,376.98,376.98
,,,,,,,,,,,,,,,,,,Produto 16,Produto 16,,Produto 16,,18,,131.08,131.08
,,,,,,,,,,,,,,,,,,Produto 39,Produto 39,,Produto 39,,14,,458.85,458.85
,,,,,,,,,,,,,,,,,,Produto 47,Produto 47,,Produto 47,,12,,65.32,65.32
,,,,,,,,,,,,,,,,,,Produto 50,Produto 50,,Produto 50,,13,,480.45,480.45
,,,,,,,,,,,,,,,,,,Produto 86,Produto 86,,Produto 86,,16,,357.12,357.12
,,,,,,,,,,,,,,,,,,Produto 82,Produto 82,,Produto 82,,17,,193.17,193.17
,,,,,,,,,,,,,,,,,,Produto 69,Produto 69,,Produto 69,,16,,226.19,226.19
,,,,,,,,,,,,,,,,,,Produto 82,Produto 82,,Produto 82,,14,,291.08,291.08
,,,,,,,,,,,,,,,,,,Produto 14,Produto 14,,Produto 14,,19,,398.63,398.63
,,,,,,,,,,,,,,,,,,Produto 62,Produto 62,,Produto 62,,14,,28.66,28.66
,,,,,,,,,,,,,,,,,,Produto 73,Produto 73,,Produto 73,,1,,467.34,467.34
,,,,,,,,,,,,,,,,,,Produto 34,Produto 34,,Produto 34,,4,,489.19,489.19
,,,,,,,,,,,,,,,,,,Produto 85,Produto 85,,Produto 85,,11,,153.24,153.24
,,,,,,,,,,,,,,,,,,Produto 61,Produto 61,,Produto 61,,17,,18.54,18.54
,,,,,,,,,,,,,,,,,,Produto 12,Produto 12,,Produto 12,,3,,224.20,224.20
,,,,,,,,,,,,,,,,,,Produto 17,Produto 17,,Produto 17,,9,,249.26,249.26
,,,,,,,,,,,,,,,,,,Produto 92,Produto 92,,Produto 92,,6,,210.05,210.05
,,,,,,,,,,,,,,,,,,Produto 1,Produto 1,,Produto 1,,5,,103.28,103.28
,,,,,,,,,,,,,,,,,,Produto 71,Produto 71,,Produto 71,,14,,410.64,410.64
,,,,,,,,,,,,,,,,,,Produto 88,Produto 88,,Produto 88,,10,,134.50,134.50
,,,,,,,,,,,,,,,,,,Produto 24,Produto 24,,Produto 24,,13,,292.05,292.05
,,,,,,,,,,,,,,,,,,Produto 59,Produto 59,,Produto 59,,18,,64.49,64.49
,,,,,,,,,,,,,,,,,,Produto 99,Produto 99,,Produto 99,,8,,133.26,133.26
,,,,,,,,,,,,,,,,,,Produto 99,Produto 99,,Produto 99,,11,,499.73,499.73
,,,,,,,,,,,,,,,,,,Produto 49,Produto 49,,Produto 49,,16,,301.82,301.82
,,,,,,,,,,,,,,,,,,Produto 87,Produto 87,,Produto 87,,19,,76.48,76.48
,,,,,,,,,,,,,,,,,,Produto 37,Produto 37,,Produto 37,,15,,440.20,440.20
,,,,,,,,,,,,,,,,,,Produto 26,Produto 26,,Produto 26,,12,,10.00,10.00
,,,,,,,,,,,,,,,,,,Produto 50,Produto 50,,Produto 50,,6,,319.06,319.06
,,,,,,,,,,,,,,,,,,Produto 66,Produto 66,,Produto 66,,8,,438.09,438.09
,,,,,,,,,,,,,,,,,,Produto 55,Produto 55,,Produto 55,,18,,14.71,14.71
,,,,,,,,,,,,,,,,,,Produto 99,Produto 99,,Produto 99,,9,,473.15,473.15
,,,,,,,,,,,,,,,,,,Produto 28,Produto 28,,Produto 28,,11,,17.20,17.20
,,,,,,,,,,,,,,,,,,Produto 10,Produto 10,,Produto 10,,11,,497.81,497.81
,,,,,,,,,,,,,,,,,,Produto 86,Produto 86,,Produto 86,,12,,8.91,8.91
,,,,,,,,,,,,,,,,,,Produto 35,Produto 35,,Produto 35,,5,,325.12,325.12
,,,,,,,,,,,,,,,,,,Produto 81,Produto 81,,Produto 81,,11,,80.61,80.61
,,,,,,,,,,,,,,,,,,Produto 86,Produto 86,,Produto 86,,14,,281.24,281.24
,,,,,,,,,,,,,,,,,,Produto 66,Produto 66,,Produto 66,,2,,361.81,361.81
,,,,,,,,,,,,,,,,,,Produto 81,Produto 81,,Produto 81,,7,,55.96,55.96
,,,,,,,,,,,,,,,,,,Produto 32,Produto 32,,Produto 32,,14,,180.69,180.69
,,,,,,,,,,,,,,,,,,Produto 6,Produto 6,,Produto 6,,18,,47.17,47.17
,,,,,,,,,,,,,,,,,,Produto 24,Produto 24,,Produto 24,,6,,391.59,391.59
,,,,,,,,,,,,,,,,,,Produto 79,Produto 79,,Produto 79,,11,,319.70,319.70
,,,,,,,,,,,,,,,,,,Produto 65,Produto 65,,Produto 65,,18,,421.25,421.25
,,,,,,,,,,,,,,,,,,Produto 28,Produto 28,,Produto 28,,8,,351.94,351.94
,,,,,,,,,,,,,,,,,,Produto 35,Produto 35,,Produto 35,,10,,130.02,130.02
,,,,,,,,,,,,,,,,,,Produto 78,Produto 78,,Produto 78,,18,,394.68,394.68
,,,,,,,,,,,,,,,,,,Produto 53,Produto 53,,Produto 53,,8,,122.52,122.52
,,,,,,,,,,,,,,,,,,Produto 98,Produto 98,,Produto 98,,8,,183.91,183.91
,,,,,,,,,,,,,,,,,,Produto 40,Produto 40,,Produto 40,,7,,183.99,183.99
,,,,,,,,,,,,,,,,,,Produto 78,Produto 78,,Produto 78,,18,,478.00,478.00
,,,,,,,,,,,,,,,,,,Produto 7,Produto 7,,Produto 7,,6,,455.76,455.76
,,,,,,,,,,,,,,,,,,Produto 83,Produto 83,,Produto 83,,16,,177.72,177.72
,,,,,,,,,,,,,,,,,,Produto 87,Produto 87,,Produto 87,,7,,333.25,333.25
,,,,,,,,,,,,,,,,,,Produto 34,Produto 34,,Produto 34,,10,,364.88,364.88
,,,,,,,,,,,,,,,,,,Produto 41,Produto 41,,Produto 41,,16,,94.58,94.58
,,,,,,,,,,,,,,,,,,Produto 78,Produto 78,,Produto 78,,12,,278.86,278.86
,,,,,,,,,,,,,,,,,,Produto 79,Produto 79,,Produto 79,,16,,164.55,164.55
,,,,,,,,,,,,,,,,,,Produto 28,Produto 28,,Produto 28,,15,,495.38,495.38
,,,,,,,,,,,,,,,,,,Produto 22,Produto 22,,Produto 22,,3,,96.10,96.10
,,,,,,,,,,,,,,,,,,Produto 48,Produto 48,,Produto 48,,2,,26.38,26.38
,,,,,,,,,,,,,,,,,,Produto 94,Produto 94,,Produto 94,,2,,464.26,464.26
,,,,,,,,,,,,,,,,,,Produto 93,Produto 93,,Produto 93,,1,,417.93,417.93
,,,,,,,,,,,,,,,,,,Produto 55,Produto 55,,Produto 55,,8,,128.58,128.58
,,,,,,,,,,,,,,,,,,Produto 19,Produto 19,,Produto 19,,1,,357.09,357.09
,,,,,,,,,,,,,,,,,,Produto 40,Produto 40,,Produto 40,,5,,52.15,52.15
,,,,,,,,,,,,,,,,,,Produto 9,Produto 9,,Produto 9,,3,,482.25,482.25
,,,,,,,,,,,,,,,,,,Produto 53,Produto 53,,Produto 53,,18,,440.74,440.74
,,,,,,,,,,,,,,,,,,Produto 62,Produto 62,,Produto 62,,14,,362.55,362.55
,,,,,,,,,,,,,,,,,,Produto 22,Produto 22,,Produto 22,,11,,351.90,351.90
,,,,,,,,,,,,,,,,,,Produto 46,Produto 46,,Produto 46,,6,,283.24,283.24
,,,,,,,,,,,,,,,,,,Produto 92,Produto 92,,Produto 92,,8,,182.07,182.07
,,,,,,,,,,,,,,,,,,Produto 17,Produto 17,,Produto 17,,1,,262.60,262.60
,,,,,,,,,,,,,,,,,,Produto 60,Produto 60,,Produto 60,,17,,362.04,362.04
,,,,,,,,,,,,,,,,,,Produto 58,Produto 58,,Produto 58,,5,,15.62,15.62
,,,,,,,,,,,,,,,,,,Produto 13,Produto 13,,Produto 13,,1,,39.28,39.28
,,,,,,,,,,,,,,,,,,Produto 46,Produto 46,,Produto 46,,8,,97.48,97.48
,,,,,,,,,,,,,,,,,,Produto 67,Produto 67,,Produto 67,,11,,233.87,233.87
,,,,,,,,,,,,,,,,,,Produto 36,Produto 36,,Produto 36,,7,,211.33,211.33
,,,,,,,,,,,,,,,,,,Produto 4,Produto 4,,Produto 4,,12,,124.48,124.48
,,,,,,,,,,,,,,,,,,Produto 87,Produto 87,,Produto 87,,4,,412.80,412.80
,,,,,,,,,,,,,,,,,,Produto 22,Produto 22,,Produto 22,,11,,349.23,349.23
,,,,,,,,,,,,,,,,,,Produto 93,Produto 93,,Produto 93,,7,,259.58,259.58
,,,,,,,,,,,,,,,,,,Produto 55,Produto 55,,Produto 55,,7,,460.46,460.46
,,,,,,,,,,,,,,,,,,Produto 90,Produto 90,,Produto 90,,8,,477.56,477.56
,,,,,,,,,,,,,,,,,,Produto 36,Produto 36,,Produto 36,,12,,120.88,120.88
,,,,,,,,,,,,,,,,,,Produto 15,Produto 15,,Produto 15,,8,,252.36,252.36
,,,,,,,,,,,,,,,,,,Produto 23,Produto 23,,Produto 23,,8,,303.59,303.59
,,,,,,,,,,,,,,,,,,Produto 25,Produto 25,,Produto 25,,13,,359.33,359.33
,,,,,,,,,,,,,,,,,,Produto 54,Produto 54,,Produto 54,,5,,87.66,87.66
,,,,,,,,,,,,,,,,,,Produto 71,Produto 71,,Produto 71,,6,,254.67,254.67
,,,,,,,,,,,,,,,,,,Produto 86,Produto 86,,Produto 86,,8,,207.42,207.42
,,,,,,,,,,,,,,,,,,Produto 33,Produto 33,,Produto 33,,14,,71.11,71.11
,,,,,,,,,,,,,,,,,,Produto 27,Produto 27,,Produto 27,,16,,222.38,222.38
,,,,,,,,,,,,,,,,,,Produto 64,Produto 64,,Produto 64,,18,,436.81,436.81
,,,,,,,,,,,,,,,,,,Produto 80,Produto 80,,Produto 80,,19,,261.83,261.83
,,,,,,,,,,,,,,,,,,Produto 38,Produto 38,,Produto 38,,6,,256.53,256.53
,,,,,,,,,,,,,,,,,,Produto 90,Produto 90,,Produto 90,,12,,103.40,103.40
,,,,,,,,,,,,,,,,,,Produto 17,Produto 17,,Produto 17,,15,,100.38,100.38
,,,,,,,,,,,,,,,,,,Produto 79,Produto 79,,Produto 79,,6,,494.20,494.20
,,,,,,,,,,,,,,,,,,Produto 35,Produto 35,,Produto 35,,2,,131.87,131.87
,,,,,,,,,,,,,,,,,,Produto 62,Produto 62,,Produto 62,,5,,473.83,473.83
,,,,,,,,,,,,,,,,,,Produto 96,Produto 96,,Produto 96,,11,,126.82,126.82
,,,,,,,,,,,,,,,,,,Produto 70,Produto 70,,Produto 70,,5,,189.96,189.96
,,,,,,,,,,,,,,,,,,Produto 59,Produto 59,,Produto 59,,16,,354.26,354.26
,,,,,,,,,,,,,,,,,,Produto 51,Produto 51,,Produto 51,,14,,298.04,298.04
,,,,,,,,,,,,,,,,,,Produto 34,Produto 34,,Produto 34,,11,,311.57,311.57
,,,,,,,,,,,,,,,,,,Produto 34,Produto 34,,Produto 34,,18,,498.43,498.43
,,,,,,,,,,,,,,,,,,Produto 84,Produto 84,,Produto 84,,2,,490.97,490.97
,,,,,,,,,,,,,,,,,,Produto 30,Produto 30,,Produto 30,,17,,474.15,474.15
,,,,,,,,,,,,,,,,,,Produto 18,Produto 18,,Produto 18,,13,,269.52,269.52
,,,,,,,,,,,,,,,,,,Produto 62,Produto 62,,Produto 62,,17,,383.41,383.41
,,,,,,,,,,,,,,,,,,Produto 10,Produto 10,,Produto 10,,11,,324.11,324.11
,,,,,,,,,,,,,,,,,,Produto 62,Produto 62,,Produto 62,,15,,462.40,462.40
,,,,,,,,,,,,,,,,,,Produto 19,Produto 19,,Produto 19,,3,,241.76,241.76
,,,,,,,,,,,,,,,,,,Produto 64,Produto 64,,Produto 64,,19,,485.25,485.25
,,,,,,,,,,,,,,,,,,Produto 72,Produto 72,,Produto 72,,16,,475.30,475.30
,,,,,,,,,,,,,,,,,,Produto 12,Produto 12,,Produto 12,,13,,150.16,150.16
,,,,,,,,,,,,,,,,,,Produto 55,Produto 55,,Produto 55,,1,,194.95,194.95
,,,,,,,,,,,,,,,,,,Produto 24,Produto 24,,Produto 24,,7,,111.67,111.67
,,,,,,,,,,,,,,,,,,Produto 24,Produto 24,,Produto 24,,11,,18.95,18.95
,,,,,,,,,,,,,,,,,,Produto 57,Produto 57,,Produto 57,,13,,427.40,427.40
,,,,,,,,,,,,,,,,,,Produto 39,Produto 39,,Produto 39,,16,,437.18,437.18
,,,,,,,,,,,,,,,,,,Produto 71,Produto 71,,Produto 71,,11,,254.73,254.73
,,,,,,,,,,,,,,,,,,Produto 13,Produto 13,,Produto 13,,2,,105.50,105.50
,,,,,,,,,,,,,,,,,,Produto 66,Produto 66,,Produto 66,,16,,338.40,338.40
,,,,,,,,,,,,,,,,,,Produto 81,Produto 81,,Produto 81,,12,,368.00,368.00
,,,,,,,,,,,,,,,,,,Produto 66,Produto 66,,Produto 66,,9,,450.91,450.91
,,,,,,,,,,,,,,,,,,Produto 26,Produto 26,,Produto 26,,7,,462.72,462.72
,,,,,,,,,,,,,,,,,,Produto 70,Produto 70,,Produto 70,,11,,444.25,444.25
,,,,,,,,,,,,,,,,,,Produto 66,Produto 66,,Produto 66,,19,,312.08,312.08
,,,,,,,,,,,,,,,,,,Produto 57,Produto 57,,Produto 57,,5,,168.86,168.86
,,,,,,,,,,,,,,,,,,Produto 65,Produto 65,,Produto 65,,19,,121.10,121.10
,,,,,,,,,,,,,,,,,,Produto 77,Produto 77,,Produto 77,,5,,293.24,293.24
,,,,,,,,,,,,,,,,,,Produto 78,Produto 78,,Produto 78,,17,,27.42,27.42
,,,,,,,,,,,,,,,,,,Produto 36,Produto 36,,Produto 36,,5,,440.82,440.82
,,,,,,,,,,,,,,,,,,Produto 6,Produto 6,,Produto 6,,13,,328.34,328.34
,,,,,,,,,,,,,,,,,,Produto 89,Produto 89,,Produto 89,,7,,3.93,3.93
,,,,,,,,,,,,,,,,,,Produto 81,Produto 81,,Produto 81,,14,,353.69,353.69
,,,,,,,,,,,,,,,,,,Produto 84,Produto 84,,Produto 84,,8,,284.89,284.89
,,,,,,,,,,,,,,,,,,Produto 79,Produto 79,,Produto 79,,10,,334.91,334.91
