CHAVE DE ACESSO,MODELO,SÉRIE,NÚMERO,NATUREZA DA OPERAÇÃO,DATA EMISSÃO,EVENTO MAIS RECENTE,DATA/HORA EVENTO MAIS RECENTE,CPF/CNPJ Emitente,RAZÃO SOCIAL EMITENTE,INSCRIÇÃO ESTADUAL EMITENTE,UF EMITENTE,MUNICÍPIO EMITENTE,CNPJ DESTINATÁRIO,NOME DESTINATÁRIO,UF DESTINATÁRIO,INDICADOR IE DESTINATÁRIO,DESTINO DA OPERAÇÃO,CONSUMIDOR FINAL,PRESENÇA DO COMPRADOR,VALOR NOTA FISCAL
,,,,,2024-05-18,,2024-05-18,10000088/0001-88,,,,Omega Comércio,10000088/0001-88,Omega Comércio,,,,,,202405-0081
,,,,,2024-05-03,,2024-05-03,10000093/0001-93,,,,Gamma Importações,10000093/0001-93,Gamma Importações,,,,,,202405-0082
,,,,,2024-05-23,,2024-05-23,10000087/0001-87,,,,Delta Serviços,10000087/0001-87,Delta Serviços,,,,,,202405-0083
,,,,,2024-05-14,,2024-05-14,10000085/0001-85,,,,ACME Comércio Ltda,10000085/0001-85,ACME Comércio Ltda,,,,,,202405-0084
,,,,,2024-05-17,,2024-05-17,10000092/0001-92,,,,Omega Comércio,10000092/0001-92,Omega Comércio,,,,,,202405-0085
,,,,,2024-05-10,,2024-05-10,10000105/0001-06,,,,Gamma Importações,10000105/0001-06,Gamma Importações,,,,,,202405-0086
,,,,,2024-05-07,,2024-05-07,10000094/0001-94,,,,Omega Comércio,10000094/0001-94,Omega Comércio,,,,,,202405-0087
,,,,,2024-05-09,,2024-05-09,10000094/0001-94,,,,Zeta Ltda,10000094/0001-94,Zeta Ltda,,,,,,202405-0088
,,,,,2024-05-01,,2024-05-01,10000091/0001-91,,,,Beta Distribuição SA,10000091/0001-91,Beta Distribuição SA,,,,,,202405-0089
,,,,,2024-05-25,,2024-05-25,10000095/0001-95,,,,Epsilon Produtos,10000095/0001-95,Epsilon Produtos,,,,,,202405-0090
,,,,,2024-05-12,,2024-05-12,10000100/0001-01,,,,ACME Comércio Ltda,10000100/0001-01,ACME Comércio Ltda,,,,,,202405-0091
,,,,,2024-05-07,,2024-05-07,10000110/0001-11,,,,Beta Distribuição SA,10000110/0001-11,Beta Distribuição SA,,,,,,202405-0092
,,,,,2024-05-20,,2024-05-20,10000103/0001-04,,,,Beta Distribuição SA,10000103/0001-04,Beta Distribuição SA,,,,,,202405-0093
,,,,,2024-05-10,,2024-05-10,10000114/0001-15,,,,Delta Serviços,10000114/0001-15,Delta Serviços,,,,,,202405-0094
,,,,,2024-05-17,,2024-05-17,10000112/0001-13,,,,ACME Comércio Ltda,10000112/0001-13,ACME Comércio Ltda,,,,,,202405-0095
,,,,,2024-05-10,,2024-05-10,10000104/0001-05,,,,Sigma Distribuições,10000104/0001-05,Sigma Distribuições,,,,,,202405-0096
,,,,,2024-05-02,,2024-05-02,10000107/0001-08,,,,Beta Distribuição SA,10000107/0001-08,Beta Distribuição SA,,,,,,202405-0097
,,,,,2024-05-10,,2024-05-10,10000100/0001-01,,,,Beta Distribuição SA,10000100/0001-01,Beta Distribuição SA,,,,,,202405-0098
,,,,,2024-05-26,,2024-05-26,10000114/0001-15,,,,Omega Comércio,10000114/0001-15,Omega Comércio,,,,,,202405-0099
,,,,,2024-05-11,,2024-05-11,10000116/0001-17,,,,Sigma Distribuições,10000116/0001-17,Sigma Distribuições,,,,,,202405-0100
,,,,,2024-05-09,,2024-05-09,10000117/0001-18,,,,Sigma Distribuições,10000117/0001-18,Sigma Distribuições,,,,,,202405-0101
,,,,,2024-05-04,,2024-05-04,10000105/0001-06,,,,Gamma Importações,10000105/0001-06,Gamma Importações,,,,,,202405-0102
,,,,,2024-05-03,,2024-05-03,10000106/0001-07,,,,Gamma Importações,10000106/0001-07,Gamma Importações,,,,,,202405-0103
,,,,,2024-05-15,,2024-05-15,10000116/0001-17,,,,Delta Serviços,10000116/0001-17,Delta Serviços,,,,,,202405-0104
,,,,,2024-05-07,,2024-05-07,10000124/0001-25,,,,Gamma Importações,10000124/0001-25,Gamma Importações,,,,,,202405-0105
,,,,,2024-05-16,,2024-05-16,10000126/0001-27,,,,Delta Serviços,10000126/0001-27,Delta Serviços,,,,,,202405-0106
,,,,,2024-06-16,,2024-06-16,10000003/0001-03,,,,Beta Distribuição SA,10000003/0001-03,Beta Distribuição SA,,,,,,202406-0001
,,,,,2024-06-20,,2024-06-20,10000018/0001-18,,,,Sigma Distribuições,10000018/0001-18,Sigma Distribuições,,,,,,202406-0002
,,,,,2024-06-25,,2024-06-25,10000015/0001-15,,,,Delta Serviços,10000015/0001-15,Delta Serviços,,,,,,202406-0003
,,,,,2024-06-25,,2024-06-25,10000012/0001-12,,,,Sigma Distribuições,10000012/0001-12,Sigma Distribuições,,,,,,202406-0004
,,,,,2024-06-26,,2024-06-26,10000014/0001-14,,,,ACME Comércio Ltda,10000014/0001-14,ACME Comércio Ltda,,,,,,202406-0005
,,,,,2024-06-01,,2024-06-01,10000024/0001-24,,,,Beta Distribuição SA,10000024/0001-24,Beta Distribuição SA,,,,,,202406-0006
,,,,,2024-06-09,,2024-06-09,10000020/0001-20,,,,Epsilon Produtos,10000020/0001-20,Epsilon Produtos,,,,,,202406-0007
,,,,,2024-06-17,,2024-06-17,10000022/0001-22,,,,Zeta Ltda,10000022/0001-22,Zeta Ltda,,,,,,202406-0008
,,,,,2024-06-09,,2024-06-09,10000012/0001-12,,,,Gamma Importações,10000012/0001-12,Gamma Importações,,,,,,202406-0009
,,,,,2024-06-15,,2024-06-15,10000022/0001-22,,,,Delta Serviços,10000022/0001-22,Delta Serviços,,,,,,202406-0010
,,,,,2024-06-19,,2024-06-19,10000024/0001-24,,,,Epsilon Produtos,10000024/0001-24,Epsilon Produtos,,,,,,202406-0011
,,,,,2024-06-07,,2024-06-07,10000029/0001-29,,,,ACME Comércio Ltda,10000029/0001-29,ACME Comércio Ltda,,,,,,202406-0012
,,,,,2024-06-10,,2024-06-10,10000026/0001-26,,,,Epsilon Produtos,10000026/0001-26,Epsilon Produtos,,,,,,202406-0013
,,,,,2024-06-07,,2024-06-07,10000023/0001-23,,,,ACME Comércio Ltda,10000023/0001-23,ACME Comércio Ltda,,,,,,202406-0014
,,,,,2024-06-05,,2024-06-05,10000035/0001-35,,,,Delta Serviços,10000035/0001-35,Delta Serviços,,,,,,202406-0015
,,,,,2024-06-26,,2024-06-26,10000029/0001-29,,,,Epsilon Produtos,10000029/0001-29,Epsilon Produtos,,,,,,202406-0016
,,,,,2024-06-27,,2024-06-27,10000021/0001-21,,,,Delta Serviços,10000021/0001-21,Delta Serviços,,,,,,202406-0017
,,,,,2024-06-03,,2024-06-03,10000036/0001-36,,,,Beta Distribuição SA,10000036/0001-36,Beta Distribuição SA,,,,,,202406-0018
,,,,,2024-06-04,,2024-06-04,10000030/0001-30,,,,Gamma Importações,10000030/0001-30,Gamma Importações,,,,,,202406-0019
,,,,,2024-06-18,,2024-06-18,10000025/0001-25,,,,Epsilon Produtos,10000025/0001-25,Epsilon Produtos,,,,,,202406-0020
,,,,,2024-06-22,,2024-06-22,10000026/0001-26,,,,Epsilon Produtos,10000026/0001-26,Epsilon Produtos,,,,,,202406-0021
,,,,,2024-06-21,,2024-06-21,10000035/0001-35,,,,Epsilon Produtos,10000035/0001-35,Epsilon Produtos,,,,,,202406-0022
,,,,,2024-06-13,,2024-06-13,10000024/0001-24,,,,ACME Comércio Ltda,10000024/0001-24,ACME Comércio Ltda,,,,,,202406-0023
,,,,,2024-06-17,,2024-06-17,10000038/0001-38,,,,Zeta Ltda,10000038/0001-38,Zeta Ltda,,,,,,202406-0024
,,,,,2024-06-06,,2024-06-06,10000041/0001-41,,,,Sigma Distribuições,10000041/0001-41,Sigma Distribuições,,,,,,202406-0025
,,,,,2024-06-03,,2024-06-03,10000035/0001-35,,,,ACME Comércio Ltda,10000035/0001-35,ACME Comércio Ltda,,,,,,202406-0026
,,,,,2024-06-02,,2024-06-02,10000037/0001-37,,,,Beta Distribuição SA,10000037/0001-37,Beta Distribuição SA,,,,,,202406-0027
,,,,,2024-06-02,,2024-06-02,10000046/0001-46,,,,Beta Distribuição SA,10000046/0001-46,Beta Distribuição SA,,,,,,202406-0028
,,,,,2024-06-16,,2024-06-16,10000043/0001-43,,,,Zeta Ltda,10000043/0001-43,Zeta Ltda,,,,,,202406-0029
,,,,,2024-06-21,,2024-06-21,10000050/0001-50,,,,Delta Serviços,10000050/0001-50,Delta Serviços,,,,,,202406-0030
,,,,,2024-06-04,,2024-06-04,10000051/0001-51,,,,Delta Serviços,10000051/0001-51,Delta Serviços,,,,,,202406-0031
,,,,,2024-06-03,,2024-06-03,10000037/0001-37,,,,Epsilon Produtos,10000037/0001-37,Epsilon Produtos,,,,,,202406-0032
,,,,,2024-06-21,,2024-06-21,10000038/0001-38,,,,Epsilon Produtos,10000038/0001-38,Epsilon Produtos,,,,,,202406-0033
,,,,,2024-06-17,,2024-06-17,10000048/0001-48,,,,Zeta Ltda,10000048/0001-48,Zeta Ltda,,,,,,202406-0034
,,,,,2024-06-09,,2024-06-09,10000048/0001-48,,,,Epsilon Produtos,10000048/0001-48,Epsilon Produtos,,,,,,202406-0035
,,,,,2024-06-07,,2024-06-07,10000049/0001-49,,,,Epsilon Produtos,10000049/0001-49,Epsilon Produtos,,,,,,202406-0036
,,,,,2024-06-22,,2024-06-22,10000038/0001-38,,,,ACME Comércio Ltda,10000038/0001-38,ACME Comércio Ltda,,,,,,202406-0037
,,,,,2024-06-23,,2024-06-23,10000056/0001-56,,,,Beta Distribuição SA,10000056/0001-56,Beta Distribuição SA,,,,,,202406-0038
,,,,,2024-06-22,,2024-06-22,10000050/0001-50,,,,Gamma Importações,10000050/0001-50,Gamma Importações,,,,,,202406-0039
,,,,,2024-06-08,,2024-06-08,10000050/0001-50,,,,Beta Distribuição SA,10000050/0001-50,Beta Distribuição SA,,,,,,202406-0040
,,,,,2024-06-17,,2024-06-17,10000046/0001-46,,,,Epsilon Produtos,10000046/0001-46,Epsilon Produtos,,,,,,202406-0041
,,,,,2024-06-16,,2024-06-16,10000046/0001-46,,,,Delta Serviços,10000046/0001-46,Delta Serviços,,,,,,202406-0042
,,,,,2024-06-08,,2024-06-08,10000059/0001-59,,,,Sigma Distribuições,10000059/0001-59,Sigma Distribuições,,,,,,202406-0043
,,,,,2024-06-18,,2024-06-18,10000045/0001-45,,,,ACME Comércio Ltda,10000045/0001-45,ACME Comércio Ltda,,,,,,202406-0044
,,,,,2024-06-25,,2024-06-25,10000052/0001-52,,,,Omega Comércio,10000052/0001-52,Omega Comércio,,,,,,202406-0045
,,,,,2024-06-13,,2024-06-13,10000063/0001-63,,,,ACME Comércio Ltda,10000063/0001-63,ACME Comércio Ltda,,,,,,202406-0046
,,,,,2024-06-23,,2024-06-23,10000057/0001-57,,,,Beta Distribuição SA,10000057/0001-57,Beta Distribuição SA,,,,,,202406-0047
,,,,,2024-06-17,,2024-06-17,10000052/0001-52,,,,Delta Serviços,10000052/0001-52,Delta Serviços,,,,,,202406-0048
,,,,,2024-06-18,,2024-06-18,10000060/0001-60,,,,Gamma Importações,10000060/0001-60,Gamma Importações,,,,,,202406-0049
,,,,,2024-06-13,,2024-06-13,10000063/0001-63,,,,Epsilon Produtos,10000063/0001-63,Epsilon Produtos,,,,,,202406-0050
,,,,,2024-06-19,,2024-06-19,10000054/0001-54,,,,Gamma Importações,10000054/0001-54,Gamma Importações,,,,,,202406-0051
,,,,,2024-06-07,,2024-06-07,10000072/0001-72,,,,Delta Serviços,10000072/0001-72,Delta Serviços,,,,,,202406-0052
,,,,,2024-06-05,,2024-06-05,10000059/0001-59,,,,Zeta Ltda,10000059/0001-59,Zeta Ltda,,,,,,202406-0053
,,,,,2024-06-16,,2024-06-16,10000056/0001-56,,,,Beta Distribuição SA,10000056/0001-56,Beta Distribuição SA,,,,,,202406-0054
,,,,,2024-06-09,,2024-06-09,10000057/0001-57,,,,Beta Distribuição SA,10000057/0001-57,Beta Distribuição SA,,,,,,202406-0055
,,,,,2024-06-04,,2024-06-04,10000068/0001-68,,,,Delta Serviços,10000068/0001-68,Delta Serviços,,,,,,202406-0056
,,,,,2024-06-14,,2024-06-14,10000075/0001-75,,,,Beta Distribuição SA,10000075/0001-75,Beta Distribuição SA,,,,,,202406-0057
,,,,,2024-06-10,,2024-06-10,10000060/0001-60,,,,Beta Distribuição SA,10000060/0001-60,Beta Distribuição SA,,,,,,202406-0058
,,,,,2024-06-24,,2024-06-24,10000064/0001-64,,,,Epsilon Produtos,10000064/0001-64,Epsilon Produtos,,,,,,202406-0059
,,,,,2024-06-05,,2024-06-05,10000078/0001-78,,,,Beta Distribuição SA,10000078/0001-78,Beta Distribuição SA,,,,,,202406-0060
,,,,,2024-06-07,,2024-06-07,10000071/0001-71,,,,Beta Distribuição SA,10000071/0001-71,Beta Distribuição SA,,,,,,202406-0061
,,,,,2024-06-03,,2024-06-03,10000073/0001-73,,,,Gamma Importações,10000073/0001-73,Gamma Importações,,,,,,202406-0062
,,,,,2024-06-10,,2024-06-10,10000072/0001-72,,,,ACME Comércio Ltda,10000072/0001-72,ACME Comércio Ltda,,,,,,202406-0063
,,,,,2024-06-09,,2024-06-09,10000071/0001-71,,,,Omega Comércio,10000071/0001-71,Omega Comércio,,,,,,202406-0064
,,,,,2024-06-14,,2024-06-14,10000083/0001-83,,,,Beta Distribuição SA,10000083/0001-83,Beta Distribuição SA,,,,,,202406-0065
,,,,,2024-06-27,,2024-06-27,10000069/0001-69,,,,Gamma Importações,10000069/0001-69,Gamma Importações,,,,,,202406-0066
,,,,,2024-06-23,,2024-06-23,10000082/0001-82,,,,Omega Comércio,10000082/0001-82,Omega Comércio,,,,,,202406-0067
,,,,,2024-06-20,,2024-06-20,10000074/0001-74,,,,Zeta Ltda,10000074/0001-74,Zeta Ltda,,,,,,202406-0068
,,,,,2024-06-03,,2024-06-03,10000070/0001-70,,,,ACME Comércio Ltda,10000070/0001-70,ACME Comércio Ltda,,,,,,202406-0069
,,,,,2024-06-15,,2024-06-15,10000076/0001-76,,,,Zeta Ltda,10000076/0001-76,Zeta Ltda,,,,,,202406-0070
,,,,,2024-06-06,,2024-06-06,10000086/0001-86,,,,Omega Comércio,10000086/0001-86,Omega Comércio,,,,,,202406-0071
,,,,,2024-06-23,,2024-06-23,10000091/0001-91,,,,Gamma Importações,10000091/0001-91,Gamma Importações,,,,,,202406-0072
,,,,,2024-06-12,,2024-06-12,10000078/0001-78,,,,Epsilon Produtos,10000078/0001-78,Epsilon Produtos,,,,,,202406-0073
,,,,,2024-06-27,,2024-06-27,10000082/0001-82,,,,Sigma Distribuições,10000082/0001-82,Sigma Distribuições,,,,,,202406-0074
,,,,,2024-06-19,,2024-06-19,10000079/0001-79,,,,Delta Serviços,10000079/0001-79,Delta Serviços,,,,,,202406-0075
,,,,,2024-06-17,,2024-06-17,10000096/0001-96,,,,Delta Serviços,10000096/0001-96,Delta Serviços,,,,,,202406-0076
,,,,,2024-06-03,,2024-06-03,10000097/0001-97,,,,Delta Serviços,10000097/0001-97,Delta Serviços,,,,,,202406-0077
,,,,,2024-06-12,,2024-06-12,10000096/0001-96,,,,Beta Distribuição SA,10000096/0001-96,Beta Distribuição SA,,,,,,202406-0078
,,,,,2024-06-01,,2024-06-01,10000084/0001-84,,,,Epsilon Produtos,10000084/0001-84,Epsilon Produtos,,,,,,202406-0079
,,,,,2024-06-04,,2024-06-04,10000085/0001-85,,,,Epsilon Produtos,10000085/0001-85,Epsilon Produtos,,,,,,202406-0080
,,,,,2024-06-20,,2024-06-20,10000085/0001-85,,,,Delta Serviços,10000085/0001-85,Delta Serviços,,,,,,202406-0081
,,,,,2024-06-23,,2024-06-23,10000099/0001-00,,,,ACME Comércio Ltda,10000099/0001-00,ACME Comércio Ltda,,,,,,202406-0082
