CHAVE DE ACESSO,MODELO,SÉRIE,NÚMERO,NATUREZA DA OPERAÇÃO,DATA EMISSÃO,EVENTO MAIS RECENTE,DATA/HORA EVENTO MAIS RECENTE,CPF/CNPJ Emitente,RAZÃO SOCIAL EMITENTE,INSCRIÇÃO ESTADUAL EMITENTE,UF EMITENTE,MUNICÍPIO EMITENTE,CNPJ DESTINATÁRIO,NOME DESTINATÁRIO,UF DESTINATÁRIO,INDICADOR IE DESTINATÁRIO,DESTINO DA OPERAÇÃO,CONSUMIDOR FINAL,PRESENÇA DO COMPRADOR,VALOR NOTA FISCAL
202402-0016,,,,,2024-02-16,,2024-02-16,ACME Comércio Ltda,,,,,10000033/0001-33,ACME Comércio Ltda,,,,,,8931.27
202402-0017,,,,,2024-02-18,,2024-02-18,Gamma Importações,,,,,10000036/0001-36,Gamma Importações,,,,,,4392.11
202402-0018,,,,,2024-02-14,,2024-02-14,Epsilon Produtos,,,,,10000031/0001-31,Epsilon Produtos,,,,,,11078.25
202402-0019,,,,,2024-02-04,,2024-02-04,Gamma Importações,,,,,10000022/0001-22,Gamma Importações,,,,,,2780.64
202402-0020,,,,,2024-02-13,,2024-02-13,ACME Comércio Ltda,,,,,10000037/0001-37,ACME Comércio Ltda,,,,,,7963.81
202402-0021,,,,,2024-02-17,,2024-02-17,Gamma Importações,,,,,10000024/0001-24,Gamma Importações,,,,,,3828.76
202402-0022,,,,,2024-02-25,,2024-02-25,Sigma Distribuições,,,,,10000038/0001-38,Sigma Distribuições,,,,,,7693.30
202402-0023,,,,,2024-02-20,,2024-02-20,Beta Distribuição SA,,,,,10000025/0001-25,Beta Distribuição SA,,,,,,6560.88
202402-0024,,,,,2024-02-05,,2024-02-05,Delta Serviços,,,,,10000044/0001-44,Delta Serviços,,,,,,7044.90
202402-0025,,,,,2024-02-06,,2024-02-06,Gamma Importações,,,,,10000028/0001-28,Gamma Importações,,,,,,9493.27
202402-0026,,,,,2024-02-14,,2024-02-14,ACME Comércio Ltda,,,,,10000027/0001-27,ACME Comércio Ltda,,,,,,15820.42
202402-0027,,,,,2024-02-23,,2024-02-23,Gamma Importações,,,,,10000046/0001-46,Gamma Importações,,,,,,6812.61
202402-0028,,,,,2024-02-16,,2024-02-16,Sigma Distribuições,,,,,10000044/0001-44,Sigma Distribuições,,,,,,7109.07
202402-0029,,,,,2024-02-22,,2024-02-22,Zeta Ltda,,,,,10000043/0001-43,Zeta Ltda,,,,,,9401.10
202402-0030,,,,,2024-02-17,,2024-02-17,Gamma Importações,,,,,10000041/0001-41,Gamma Importações,,,,,,15479.07
202402-0031,,,,,2024-02-01,,2024-02-01,Beta Distribuição SA,,,,,10000041/0001-41,Beta Distribuição SA,,,,,,5431.52
202402-0032,,,,,2024-02-08,,2024-02-08,ACME Comércio Ltda,,,,,10000049/0001-49,ACME Comércio Ltda,,,,,,987.09
202402-0033,,,,,2024-02-12,,2024-02-12,ACME Comércio Ltda,,,,,10000034/0001-34,ACME Comércio Ltda,,,,,,26366.27
202402-0034,,,,,2024-02-22,,2024-02-22,Sigma Distribuições,,,,,10000042/0001-42,Sigma Distribuições,,,,,,4247.62
202402-0035,,,,,2024-02-18,,2024-02-18,Gamma Importações,,,,,10000038/0001-38,Gamma Importações,,,,,,497.84
202402-0036,,,,,2024-02-25,,2024-02-25,Beta Distribuição SA,,,,,10000054/0001-54,Beta Distribuição SA,,,,,,9349.40
202402-0037,,,,,2024-02-02,,2024-02-02,Gamma Importações,,,,,10000048/0001-48,Gamma Importações,,,,,,10169.01
202402-0038,,,,,2024-02-20,,2024-02-20,Delta Serviços,,,,,10000050/0001-50,Delta Serviços,,,,,,4664.53
202402-0039,,,,,2024-02-08,,2024-02-08,Zeta Ltda,,,,,10000053/0001-53,Zeta Ltda,,,,,,9496.51
202402-0040,,,,,2024-02-22,,2024-02-22,Gamma Importações,,,,,10000059/0001-59,Gamma Importações,,,,,,15997.61
202402-0041,,,,,2024-02-27,,2024-02-27,Beta Distribuição SA,,,,,10000043/0001-43,Beta Distribuição SA,,,,,,2498.04
202402-0042,,,,,2024-02-22,,2024-02-22,Beta Distribuição SA,,,,,10000052/0001-52,Beta Distribuição SA,,,,,,8639.62
202402-0043,,,,,2024-02-23,,2024-02-23,Zeta Ltda,,,,,10000049/0001-49,Zeta Ltda,,,,,,6864.60
202402-0044,,,,,2024-02-22,,2024-02-22,Sigma Distribuições,,,,,10000052/0001-52,Sigma Distribuições,,,,,,16071.64
202402-0045,,,,,2024-02-26,,2024-02-26,Zeta Ltda,,,,,10000051/0001-51,Zeta Ltda,,,,,,14633.47
202402-0046,,,,,2024-02-15,,2024-02-15,Zeta Ltda,,,,,10000052/0001-52,Zeta Ltda,,,,,,12175.24
202402-0047,,,,,2024-02-04,,2024-02-04,Omega Comércio,,,,,10000054/0001-54,Omega Comércio,,,,,,2354.44
202402-0048,,,,,2024-02-20,,2024-02-20,Delta Serviços,,,,,10000052/0001-52,Delta Serviços,,,,,,4977.06
202402-0049,,,,,2024-02-27,,2024-02-27,Omega Comércio,,,,,10000056/0001-56,Omega Comércio,,,,,,23805.38
202402-0050,,,,,2024-02-10,,2024-02-10,Omega Comércio,,,,,10000057/0001-57,Omega Comércio,,,,,,13011.93
202402-0051,,,,,2024-02-08,,2024-02-08,Zeta Ltda,,,,,10000057/0001-57,Zeta Ltda,,,,,,12257.61
202402-0052,,,,,2024-02-26,,2024-02-26,ACME Comércio Ltda,,,,,10000069/0001-69,ACME Comércio Ltda,,,,,,2254.98
202402-0053,,,,,2024-02-23,,2024-02-23,Beta Distribuição SA,,,,,10000071/0001-71,Beta Distribuição SA,,,,,,5519.77
202402-0054,,,,,2024-02-16,,2024-02-16,Zeta Ltda,,,,,10000068/0001-68,Zeta Ltda,,,,,,2927.61
202402-0055,,,,,2024-02-27,,2024-02-27,Beta Distribuição SA,,,,,10000073/0001-73,Beta Distribuição SA,,,,,,4151.52
202402-0056,,,,,2024-02-19,,2024-02-19,ACME Comércio Ltda,,,,,10000065/0001-65,ACME Comércio Ltda,,,,,,10118.19
202402-0057,,,,,2024-02-05,,2024-02-05,Gamma Importações,,,,,10000060/0001-60,Gamma Importações,,,,,,9595.42
202402-0058,,,,,2024-02-20,,2024-02-20,Beta Distribuição SA,,,,,10000060/0001-60,Beta Distribuição SA,,,,,,6743.88
202402-0059,,,,,2024-02-25,,2024-02-25,Sigma Distribuições,,,,,10000075/0001-75,Sigma Distribuições,,,,,,5845.09
202402-0060,,,,,2024-02-25,,2024-02-25,Omega Comércio,,,,,10000075/0001-75,Omega Comércio,,,,,,20855.94
202402-0061,,,,,2024-02-03,,2024-02-03,Gamma Importações,,,,,10000080/0001-80,Gamma Importações,,,,,,22343.41
202402-0062,,,,,2024-02-09,,2024-02-09,ACME Comércio Ltda,,,,,10000063/0001-63,ACME Comércio Ltda,,,,,,15094.99
202402-0063,,,,,2024-02-17,,2024-02-17,Sigma Distribuições,,,,,10000079/0001-79,Sigma Distribuições,,,,,,22546.95
202402-0064,,,,,2024-02-26,,2024-02-26,Delta Serviços,,,,,10000084/0001-84,Delta Serviços,,,,,,12268.82
202402-0065,,,,,2024-02-12,,2024-02-12,Zeta Ltda,,,,,10000071/0001-71,Zeta Ltda,,,,,,5783.49
202402-0066,,,,,2024-02-08,,2024-02-08,Zeta Ltda,,,,,10000080/0001-80,Zeta Ltda,,,,,,4928.98
202402-0067,,,,,2024-02-21,,2024-02-21,ACME Comércio Ltda,,,,,10000084/0001-84,ACME Comércio Ltda,,,,,,9845.97
202402-0068,,,,,2024-02-21,,2024-02-21,Epsilon Produtos,,,,,10000081/0001-81,Epsilon Produtos,,,,,,15844.24
202402-0069,,,,,2024-02-04,,2024-02-04,ACME Comércio Ltda,,,,,10000070/0001-70,ACME Comércio Ltda,,,,,,9524.32
202402-0070,,,,,2024-02-18,,2024-02-18,Gamma Importações,,,,,10000089/0001-89,Gamma Importações,,,,,,14792.18
202402-0071,,,,,2024-02-22,,2024-02-22,Gamma Importações,,,,,10000082/0001-82,Gamma Importações,,,,,,6592.14
202402-0072,,,,,2024-02-03,,2024-02-03,Gamma Importações,,,,,10000075/0001-75,Gamma Importações,,,,,,4358.14
202402-0073,,,,,2024-02-24,,2024-02-24,ACME Comércio Ltda,,,,,10000074/0001-74,ACME Comércio Ltda,,,,,,260.30
202402-0074,,,,,2024-02-18,,2024-02-18,Gamma Importações,,,,,10000077/0001-77,Gamma Importações,,,,,,5902.79
202402-0075,,,,,2024-02-05,,2024-02-05,Gamma Importações,,,,,10000078/0001-78,Gamma Importações,,,,,,5880.10
202402-0076,,,,,2024-02-10,,2024-02-10,Epsilon Produtos,,,,,10000081/0001-81,Epsilon Produtos,,,,,,9323.84
202402-0077,,,,,2024-02-17,,2024-02-17,Epsilon Produtos,,,,,10000090/0001-90,Epsilon Produtos,,,,,,13233.29
202402-0078,,,,,2024-02-02,,2024-02-02,Epsilon Produtos,,,,,10000091/0001-91,Epsilon Produtos,,,,,,6884.70
202402-0079,,,,,2024-02-02,,2024-02-02,Gamma Importações,,,,,10000090/0001-90,Gamma Importações,,,,,,5162.59
202402-0080,,,,,2024-02-13,,2024-02-13,Omega Comércio,,,,,10000095/0001-95,Omega Comércio,,,,,,10337.03
202402-0081,,,,,2024-02-26,,2024-02-26,Delta Serviços,,,,,10000085/0001-85,Delta Serviços,,,,,,30304.05
202402-0082,,,,,2024-02-03,,2024-02-03,Epsilon Produtos,,,,,10000087/0001-87,Epsilon Produtos,,,,,,25671.71
202402-0083,,,,,2024-02-07,,2024-02-07,Gamma Importações,,,,,10000086/0001-86,Gamma Importações,,,,,,1852.50
202402-0084,,,,,2024-02-05,,2024-02-05,Epsilon Produtos,,,,,10000097/0001-97,Epsilon Produtos,,,,,,15236.29
202402-0085,,,,,2024-02-16,,2024-02-16,Beta Distribuição SA,,,,,10000087/0001-87,Beta Distribuição SA,,,,,,156.36
202402-0086,,,,,2024-02-02,,2024-02-02,Epsilon Produtos,,,,,10000099/0001-00,Epsilon Produtos,,,,,,7282.23
202402-0087,,,,,2024-02-25,,2024-02-25,ACME Comércio Ltda,,,,,10000104/0001-05,ACME Comércio Ltda,,,,,,18040.48
202402-0088,,,,,2024-02-17,,2024-02-17,Omega Comércio,,,,,10000103/0001-04,Omega Comércio,,,,,,2498.58
202402-0089,,,,,2024-02-06,,2024-02-06,ACME Comércio Ltda,,,,,10000106/0001-07,ACME Comércio Ltda,,,,,,6900.23
