CHAVE DE ACESSO,MODELO,SÉRIE,NÚMERO,NATUREZA DA OPERAÇÃO,DATA EMISSÃO,EVENTO MAIS RECENTE,DATA/HORA EVENTO MAIS RECENTE,CPF/CNPJ Emitente,RAZÃO SOCIAL EMITENTE,INSCRIÇÃO ESTADUAL EMITENTE,UF EMITENTE,MUNICÍPIO EMITENTE,CNPJ DESTINATÁRIO,NOME DESTINATÁRIO,UF DESTINATÁRIO,INDICADOR IE DESTINATÁRIO,DESTINO DA OPERAÇÃO,CONSUMIDOR FINAL,PRESENÇA DO COMPRADOR,VALOR NOTA FISCAL
,,,,,2024-09-20,,2024-09-20,10000036/0001-36,,,,Omega Comércio,10000036/0001-36,Omega Comércio,,,,,,202409-0029
,,,,,2024-09-18,,2024-09-18,10000049/0001-49,,,,Gamma Importações,10000049/0001-49,Gamma Importações,,,,,,202409-0030
,,,,,2024-09-26,,2024-09-26,10000039/0001-39,,,,Sigma Distribuições,10000039/0001-39,Sigma Distribuições,,,,,,202409-0031
,,,,,2024-09-18,,2024-09-18,10000044/0001-44,,,,Delta Serviços,10000044/0001-44,Delta Serviços,,,,,,202409-0032
,,,,,2024-09-07,,2024-09-07,10000035/0001-35,,,,Beta Distribuição SA,10000035/0001-35,Beta Distribuição SA,,,,,,202409-0033
,,,,,2024-09-25,,2024-09-25,10000044/0001-44,,,,Beta Distribuição SA,10000044/0001-44,Beta Distribuição SA,,,,,,202409-0034
,,,,,2024-09-26,,2024-09-26,10000046/0001-46,,,,Gamma Importações,10000046/0001-46,Gamma Importações,,,,,,202409-0035
,,,,,2024-09-15,,2024-09-15,10000038/0001-38,,,,Beta Distribuição SA,10000038/0001-38,Beta Distribuição SA,,,,,,202409-0036
,,,,,2024-09-05,,2024-09-05,10000040/0001-40,,,,Gamma Importações,10000040/0001-40,Gamma Importações,,,,,,202409-0037
,,,,,2024-09-04,,2024-09-04,10000058/0001-58,,,,Delta Serviços,10000058/0001-58,Delta Serviços,,,,,,202409-0038
,,,,,2024-09-10,,2024-09-10,10000051/0001-51,,,,Delta Serviços,10000051/0001-51,Delta Serviços,,,,,,202409-0039
,,,,,2024-09-17,,2024-09-17,10000045/0001-45,,,,Epsilon Produtos,10000045/0001-45,Epsilon Produtos,,,,,,202409-0040
,,,,,2024-09-17,,2024-09-17,10000059/0001-59,,,,Beta Distribuição SA,10000059/0001-59,Beta Distribuição SA,,,,,,202409-0041
,,,,,2024-09-06,,2024-09-06,10000047/0001-47,,,,Epsilon Produtos,10000047/0001-47,Epsilon Produtos,,,,,,202409-0042
,,,,,2024-09-05,,2024-09-05,10000061/0001-61,,,,Beta Distribuição SA,10000061/0001-61,Beta Distribuição SA,,,,,,202409-0043
,,,,,2024-09-27,,2024-09-27,10000047/0001-47,,,,Gamma Importações,10000047/0001-47,Gamma Importações,,,,,,202409-0044
,,,,,2024-09-20,,2024-09-20,10000047/0001-47,,,,Beta Distribuição SA,10000047/0001-47,Beta Distribuição SA,,,,,,202409-0045
,,,,,2024-09-12,,2024-09-12,10000062/0001-62,,,,Sigma Distribuições,10000062/0001-62,Sigma Distribuições,,,,,,202409-0046
,,,,,2024-09-23,,2024-09-23,10000051/0001-51,,,,Delta Serviços,10000051/0001-51,Delta Serviços,,,,,,202409-0047
,,,,,2024-09-27,,2024-09-27,10000053/0001-53,,,,Epsilon Produtos,10000053/0001-53,Epsilon Produtos,,,,,,202409-0048
,,,,,2024-09-13,,2024-09-13,10000057/0001-57,,,,Sigma Distribuições,10000057/0001-57,Sigma Distribuições,,,,,,202409-0049
,,,,,2024-09-10,,2024-09-10,10000061/0001-61,,,,Gamma Importações,10000061/0001-61,Gamma Importações,,,,,,202409-0050
,,,,,2024-09-09,,2024-09-09,10000062/0001-62,,,,Gamma Importações,10000062/0001-62,Gamma Importações,,,,,,202409-0051
,,,,,2024-09-25,,2024-09-25,10000059/0001-59,,,,Omega Comércio,10000059/0001-59,Omega Comércio,,,,,,202409-0052
,,,,,2024-09-20,,2024-09-20,10000060/0001-60,,,,Omega Comércio,10000060/0001-60,Omega Comércio,,,,,,202409-0053
,,,,,2024-09-03,,2024-09-03,10000058/0001-58,,,,Delta Serviços,10000058/0001-58,Delta Serviços,,,,,,202409-0054
,,,,,2024-09-13,,2024-09-13,10000075/0001-75,,,,Delta Serviços,10000075/0001-75,Delta Serviços,,,,,,202409-0055
,,,,,2024-09-21,,2024-09-21,10000074/0001-74,,,,Beta Distribuição SA,10000074/0001-74,Beta Distribuição SA,,,,,,202409-0056
,,,,,2024-09-18,,2024-09-18,10000060/0001-60,,,,Gamma Importações,10000060/0001-60,Gamma Importações,,,,,,202409-0057
,,,,,2024-09-10,,2024-09-10,10000075/0001-75,,,,ACME Comércio Ltda,10000075/0001-75,ACME Comércio Ltda,,,,,,202409-0058
,,,,,2024-09-12,,2024-09-12,10000078/0001-78,,,,Gamma Importações,10000078/0001-78,Gamma Importações,,,,,,202409-0059
,,,,,2024-09-10,,2024-09-10,10000075/0001-75,,,,Omega Comércio,10000075/0001-75,Omega Comércio,,,,,,202409-0060
,,,,,2024-09-02,,2024-09-02,10000080/0001-80,,,,Gamma Importações,10000080/0001-80,Gamma Importações,,,,,,202409-0061
,,,,,2024-09-01,,2024-09-01,10000079/0001-79,,,,ACME Comércio Ltda,10000079/0001-79,ACME Comércio Ltda,,,,,,202409-0062
,,,,,2024-09-07,,2024-09-07,10000069/0001-69,,,,Zeta Ltda,10000069/0001-69,Zeta Ltda,,,,,,202409-0063
,,,,,2024-09-05,,2024-09-05,10000084/0001-84,,,,Delta Serviços,10000084/0001-84,Delta Serviços,,,,,,202409-0064
,,,,,2024-09-18,,2024-09-18,10000083/0001-83,,,,Beta Distribuição SA,10000083/0001-83,Beta Distribuição SA,,,,,,202409-0065
,,,,,2024-09-07,,2024-09-07,10000086/0001-86,,,,Delta Serviços,10000086/0001-86,Delta Serviços,,,,,,202409-0066
,,,,,2024-09-04,,2024-09-04,10000084/0001-84,,,,ACME Comércio Ltda,10000084/0001-84,ACME Comércio Ltda,,,,,,202409-0067
,,,,,2024-09-22,,2024-09-22,10000081/0001-81,,,,Epsilon Produtos,10000081/0001-81,Epsilon Produtos,,,,,,202409-0068
,,,,,2024-09-18,,2024-09-18,10000081/0001-81,,,,Delta Serviços,10000081/0001-81,Delta Serviços,,,,,,202409-0069
,,,,,2024-09-25,,2024-09-25,10000071/0001-71,,,,ACME Comércio Ltda,10000071/0001-71,ACME Comércio Ltda,,,,,,202409-0070
,,,,,2024-09-17,,2024-09-17,10000086/0001-86,,,,Omega Comércio,10000086/0001-86,Omega Comércio,,,,,,202409-0071
,,,,,2024-09-02,,2024-09-02,10000089/0001-89,,,,ACME Comércio Ltda,10000089/0001-89,ACME Comércio Ltda,,,,,,202409-0072
,,,,,2024-09-17,,2024-09-17,10000083/0001-83,,,,Beta Distribuição SA,10000083/0001-83,Beta Distribuição SA,,,,,,202409-0073
,,,,,2024-09-15,,2024-09-15,10000094/0001-94,,,,Delta Serviços,10000094/0001-94,Delta Serviços,,,,,,202409-0074
,,,,,2024-09-25,,2024-09-25,10000085/0001-85,,,,Beta Distribuição SA,10000085/0001-85,Beta Distribuição SA,,,,,,202409-0075
,,,,,2024-09-25,,2024-09-25,10000092/0001-92,,,,Sigma Distribuições,10000092/0001-92,Sigma Distribuições,,,,,,202409-0076
,,,,,2024-09-19,,2024-09-19,10000097/0001-97,,,,Delta Serviços,10000097/0001-97,Delta Serviços,,,,,,202409-0077
,,,,,2024-09-25,,2024-09-25,10000084/0001-84,,,,Zeta Ltda,10000084/0001-84,Zeta Ltda,,,,,,202409-0078
,,,,,2024-09-16,,2024-09-16,10000087/0001-87,,,,Sigma Distribuições,10000087/0001-87,Sigma Distribuições,,,,,,202409-0079
,,,,,2024-09-02,,2024-09-02,10000099/0001-00,,,,Gamma Importações,10000099/0001-00,Gamma Importações,,,,,,202409-0080
,,,,,2024-09-20,,2024-09-20,10000082/0001-82,,,,ACME Comércio Ltda,10000082/0001-82,ACME Comércio Ltda,,,,,,202409-0081
,,,,,2024-09-18,,2024-09-18,10000085/0001-85,,,,Gamma Importações,10000085/0001-85,Gamma Importações,,,,,,202409-0082
,,,,,2024-09-19,,2024-09-19,10000090/0001-90,,,,Omega Comércio,10000090/0001-90,Omega Comércio,,,,,,202409-0083
,,,,,2024-09-08,,2024-09-08,10000092/0001-92,,,,Sigma Distribuições,10000092/0001-92,Sigma Distribuições,,,,,,202409-0084
,,,,,2024-09-09,,2024-09-09,10000103/0001-04,,,,Beta Distribuição SA,10000103/0001-04,Beta Distribuição SA,,,,,,202409-0085
,,,,,2024-09-22,,2024-09-22,10000092/0001-92,,,,Zeta Ltda,10000092/0001-92,Zeta Ltda,,,,,,202409-0086
,,,,,2024-09-03,,2024-09-03,10000100/0001-01,,,,Epsilon Produtos,10000100/0001-01,Epsilon Produtos,,,,,,202409-0087
,,,,,2024-09-01,,2024-09-01,10000102/0001-03,,,,Zeta Ltda,10000102/0001-03,Zeta Ltda,,,,,,202409-0088
,,,,,2024-09-07,,2024-09-07,10000109/0001-10,,,,Delta Serviços,10000109/0001-10,Delta Serviços,,,,,,202409-0089
,,,,,2024-09-02,,2024-09-02,10000095/0001-95,,,,Epsilon Produtos,10000095/0001-95,Epsilon Produtos,,,,,,202409-0090
,,,,,2024-09-19,,2024-09-19,10000102/0001-03,,,,Gamma Importações,10000102/0001-03,Gamma Importações,,,,,,202409-0091
,,,,,2024-09-18,,2024-09-18,10000102/0001-03,,,,Beta Distribuição SA,10000102/0001-03,Beta Distribuição SA,,,,,,202409-0092
,,,,,2024-09-23,,2024-09-23,10000106/0001-07,,,,Epsilon Produtos,10000106/0001-07,Epsilon Produtos,,,,,,202409-0093
,,,,,2024-09-20,,2024-09-20,10000109/0001-10,,,,Omega Comércio,10000109/0001-10,Omega Comércio,,,,,,202409-0094
,,,,,2024-09-15,,2024-09-15,10000102/0001-03,,,,Omega Comércio,10000102/0001-03,Omega Comércio,,,,,,202409-0095
,,,,,2024-09-20,,2024-09-20,10000105/0001-06,,,,ACME Comércio Ltda,10000105/0001-06,ACME Comércio Ltda,,,,,,202409-0096
,,,,,2024-09-03,,2024-09-03,10000107/0001-08,,,,Beta Distribuição SA,10000107/0001-08,Beta Distribuição SA,,,,,,202409-0097
,,,,,2024-09-14,,2024-09-14,10000112/0001-13,,,,Zeta Ltda,10000112/0001-13,Zeta Ltda,,,,,,202409-0098
,,,,,2024-09-19,,2024-09-19,10000107/0001-08,,,,Sigma Distribuições,10000107/0001-08,Sigma Distribuições,,,,,,202409-0099
,,,,,2024-09-18,,2024-09-18,10000109/0001-10,,,,ACME Comércio Ltda,10000109/0001-10,ACME Comércio Ltda,,,,,,202409-0100
,,,,,2024-09-13,,2024-09-13,10000121/0001-22,,,,Delta Serviços,10000121/0001-22,Delta Serviços,,,,,,202409-0101
,,,,,2024-09-25,,2024-09-25,10000108/0001-09,,,,Zeta Ltda,10000108/0001-09,Zeta Ltda,,,,,,202409-0102
,,,,,2024-09-26,,2024-09-26,10000107/0001-08,,,,Delta Serviços,10000107/0001-08,Delta Serviços,,,,,,202409-0103
,,,,,2024-09-15,,2024-09-15,10000117/0001-18,,,,Epsilon Produtos,10000117/0001-18,Epsilon Produtos,,,,,,202409-0104
,,,,,2024-09-08,,2024-09-08,10000114/0001-15,,,,ACME Comércio Ltda,10000114/0001-15,ACME Comércio Ltda,,,,,,202409-0105
,,,,,2024-09-17,,2024-09-17,10000122/0001-23,,,,Sigma Distribuições,10000122/0001-23,Sigma Distribuições,,,,,,202409-0106
,,,,,2024-09-05,,2024-09-05,10000120/0001-21,,,,Epsilon Produtos,10000120/0001-21,Epsilon Produtos,,,,,,202409-0107
,,,,,2024-09-23,,2024-09-23,10000110/0001-11,,,,Beta Distribuição SA,10000110/0001-11,Beta Distribuição SA,,,,,,202409-0108
,,,,,2024-09-17,,2024-09-17,10000127/0001-28,,,,Beta Distribuição SA,10000127/0001-28,Beta Distribuição SA,,,,,,202409-0109
,,,,,2024-09-04,,2024-09-04,10000114/0001-15,,,,Delta Serviços,10000114/0001-15,Delta Serviços,,,,,,202409-0110
,,,,,2024-09-06,,2024-09-06,10000123/0001-24,,,,Delta Serviços,10000123/0001-24,Delta Serviços,,,,,,202409-0111
,,,,,2024-09-15,,2024-09-15,10000125/0001-26,,,,Epsilon Produtos,10000125/0001-26,Epsilon Produtos,,,,,,202409-0112
,,,,,2024-09-27,,2024-09-27,10000121/0001-22,,,,Sigma Distribuições,10000121/0001-22,Sigma Distribuições,,,,,,202409-0113
,,,,,2024-09-08,,2024-09-08,10000121/0001-22,,,,Omega Comércio,10000121/0001-22,Omega Comércio,,,,,,202409-0114
,,,,,2024-09-15,,2024-09-15,10000129/0001-30,,,,Zeta Ltda,10000129/0001-30,Zeta Ltda,,,,,,202409-0115
,,,,,2024-09-06,,2024-09-06,10000130/0001-31,,,,Zeta Ltda,10000130/0001-31,Zeta Ltda,,,,,,202409-0116
,,,,,2024-09-18,,2024-09-18,10000125/0001-26,,,,Sigma Distribuições,10000125/0001-26,Sigma Distribuições,,,,,,202409-0117
,,,,,2024-09-09,,2024-09-09,10000122/0001-23,,,,Delta Serviços,10000122/0001-23,Delta Serviços,,,,,,202409-0118
,,,,,2024-09-05,,2024-09-05,10000136/0001-37,,,,ACME Comércio Ltda,10000136/0001-37,ACME Comércio Ltda,,,,,,202409-0119
,,,,,2024-09-19,,2024-09-19,10000121/0001-22,,,,ACME Comércio Ltda,10000121/0001-22,ACME Comércio Ltda,,,,,,202409-0120
,,,,,2024-09-19,,2024-09-19,10000135/0001-36,,,,Zeta Ltda,10000135/0001-36,Zeta Ltda,,,,,,202409-0121
,,,,,2024-09-13,,2024-09-13,10000141/0001-42,,,,Gamma Importações,10000141/0001-42,Gamma Importações,,,,,,202409-0122
,,,,,2024-09-27,,2024-09-27,10000135/0001-36,,,,Delta Serviços,10000135/0001-36,Delta Serviços,,,,,,202409-0123
,,,,,2024-09-09,,2024-09-09,10000133/0001-34,,,,ACME Comércio Ltda,10000133/0001-34,ACME Comércio Ltda,,,,,,202409-0124
,,,,,2024-09-27,,2024-09-27,10000135/0001-36,,,,Beta Distribuição SA,10000135/0001-36,Beta Distribuição SA,,,,,,202409-0125
,,,,,2024-09-03,,2024-09-03,10000135/0001-36,,,,ACME Comércio Ltda,10000135/0001-36,ACME Comércio Ltda,,,,,,202409-0126
,,,,,2024-09-27,,2024-09-27,10000137/0001-38,,,,Beta Distribuição SA,10000137/0001-38,Beta Distribuição SA,,,,,,202409-0127
,,,,,2024-09-20,,2024-09-20,10000144/0001-45,,,,Sigma Distribuições,10000144/0001-45,Sigma Distribuições,,,,,,202409-0128
,,,,,2024-09-20,,2024-09-20,10000131/0001-32,,,,Beta Distribuição SA,10000131/0001-32,Beta Distribuição SA,,,,,,202409-0129
,,,,,2024-09-24,,2024-09-24,10000146/0001-47,,,,Sigma Distribuições,10000146/0001-47,Sigma Distribuições,,,,,,202409-0130
,,,,,2024-09-09,,2024-09-09,10000136/0001-37,,,,Epsilon Produtos,10000136/0001-37,Epsilon Produtos,,,,,,202409-0131
,,,,,2024-09-26,,2024-09-26,10000148/0001-49,,,,Sigma Distribuições,10000148/0001-49,Sigma Distribuições,,,,,,202409-0132
,,,,,2024-09-06,,2024-09-06,10000150/0001-51,,,,ACME Comércio Ltda,10000150/0001-51,ACME Comércio Ltda,,,,,,202409-0133
,,,,,2024-10-09,,2024-10-09,10000002/0001-02,,,,ACME Comércio Ltda,10000002/0001-02,ACME Comércio Ltda,,,,,,202410-0001
,,,,,2024-10-14,,2024-10-14,10000007/0001-07,,,,Epsilon Produtos,10000007/0001-07,Epsilon Produtos,,,,,,202410-0002
,,,,,2024-10-07,,2024-10-07,10000013/0001-13,,,,Beta Distribuição SA,10000013/0001-13,Beta Distribuição SA,,,,,,202410-0003
,,,,,2024-10-25,,2024-10-25,10000014/0001-14,,,,Beta Distribuição SA,10000014/0001-14,Beta Distribuição SA,,,,,,202410-0004
,,,,,2024-10-07,,2024-10-07,10000006/0001-06,,,,ACME Comércio Ltda,10000006/0001-06,ACME Comércio Ltda,,,,,,202410-0005
,,,,,2024-10-17,,2024-10-17,10000016/0001-16,,,,Beta Distribuição SA,10000016/0001-16,Beta Distribuição SA,,,,,,202410-0006
,,,,,2024-10-14,,2024-10-14,10000023/0001-23,,,,Sigma Distribuições,10000023/0001-23,Sigma Distribuições,,,,,,202410-0007
,,,,,2024-10-15,,2024-10-15,10000012/0001-12,,,,Delta Serviços,10000012/0001-12,Delta Serviços,,,,,,202410-0008
,,,,,2024-10-15,,2024-10-15,10000011/0001-11,,,,Beta Distribuição SA,10000011/0001-11,Beta Distribuição SA,,,,,,202410-0009
,,,,,2024-10-03,,2024-10-03,10000025/0001-25,,,,Omega Comércio,10000025/0001-25,Omega Comércio,,,,,,202410-0010
,,,,,2024-10-05,,2024-10-05,10000019/0001-19,,,,Sigma Distribuições,10000019/0001-19,Sigma Distribuições,,,,,,202410-0011
,,,,,2024-10-27,,2024-10-27,10000024/0001-24,,,,Delta Serviços,10000024/0001-24,Delta Serviços,,,,,,202410-0012
,,,,,2024-10-08,,2024-10-08,10000016/0001-16,,,,Gamma Importações,10000016/0001-16,Gamma Importações,,,,,,202410-0013
,,,,,2024-10-01,,2024-10-01,10000017/0001-17,,,,Gamma Importações,10000017/0001-17,Gamma Importações,,,,,,202410-0014
,,,,,2024-10-25,,2024-10-25,10000034/0001-34,,,,Gamma Importações,10000034/0001-34,Gamma Importações,,,,,,202410-0015
,,,,,2024-10-06,,2024-10-06,10000020/0001-20,,,,Delta Serviços,10000020/0001-20,Delta Serviços,,,,,,202410-0016
,,,,,2024-10-22,,2024-10-22,10000028/0001-28,,,,Gamma Importações,10000028/0001-28,Gamma Importações,,,,,,202410-0017
,,,,,2024-10-06,,2024-10-06,10000032/0001-32,,,,Zeta Ltda,10000032/0001-32,Zeta Ltda,,,,,,202410-0018
,,,,,2024-10-25,,2024-10-25,10000023/0001-23,,,,Delta Serviços,10000023/0001-23,Delta Serviços,,,,,,202410-0019
,,,,,2024-10-11,,2024-10-11,10000021/0001-21,,,,ACME Comércio Ltda,10000021/0001-21,ACME Comércio Ltda,,,,,,202410-0020
,,,,,2024-10-10,,2024-10-10,10000032/0001-32,,,,Gamma Importações,10000032/0001-32,Gamma Importações,,,,,,202410-0021
,,,,,2024-10-10,,2024-10-10,10000026/0001-26,,,,Delta Serviços,10000026/0001-26,Delta Serviços,,,,,,202410-0022
,,,,,2024-10-01,,2024-10-01,10000034/0001-34,,,,Gamma Importações,10000034/0001-34,Gamma Importações,,,,,,202410-0023
,,,,,2024-10-22,,2024-10-22,10000027/0001-27,,,,Gamma Importações,10000027/0001-27,Gamma Importações,,,,,,202410-0024
,,,,,2024-10-01,,2024-10-01,10000031/0001-31,,,,Zeta Ltda,10000031/0001-31,Zeta Ltda,,,,,,202410-0025
,,,,,2024-10-24,,2024-10-24,10000028/0001-28,,,,Beta Distribuição SA,10000028/0001-28,Beta Distribuição SA,,,,,,202410-0026
,,,,,2024-10-10,,2024-10-10,10000036/0001-36,,,,ACME Comércio Ltda,10000036/0001-36,ACME Comércio Ltda,,,,,,202410-0027
,,,,,2024-10-08,,2024-10-08,10000041/0001-41,,,,Epsilon Produtos,10000041/0001-41,Epsilon Produtos,,,,,,202410-0028
,,,,,2024-10-20,,2024-10-20,10000049/0001-49,,,,Delta Serviços,10000049/0001-49,Delta Serviços,,,,,,202410-0029
,,,,,2024-10-24,,2024-10-24,10000045/0001-45,,,,Omega Comércio,10000045/0001-45,Omega Comércio,,,,,,202410-0030
,,,,,2024-10-12,,2024-10-12,10000045/0001-45,,,,Zeta Ltda,10000045/0001-45,Zeta Ltda,,,,,,202410-0031
,,,,,2024-10-10,,2024-10-10,10000035/0001-35,,,,Gamma Importações,10000035/0001-35,Gamma Importações,,,,,,202410-0032
,,,,,2024-10-10,,2024-10-10,10000044/0001-44,,,,Gamma Importações,10000044/0001-44,Gamma Importações,,,,,,202410-0033
,,,,,2024-10-26,,2024-10-26,10000047/0001-47,,,,Epsilon Produtos,10000047/0001-47,Epsilon Produtos,,,,,,202410-0034
,,,,,2024-10-19,,2024-10-19,10000050/0001-50,,,,Omega Comércio,10000050/0001-50,Omega Comércio,,,,,,202410-0035
,,,,,2024-10-10,,2024-10-10,10000041/0001-41,,,,Epsilon Produtos,10000041/0001-41,Epsilon Produtos,,,,,,202410-0036
,,,,,2024-10-03,,2024-10-03,10000044/0001-44,,,,Omega Comércio,10000044/0001-44,Omega Comércio,,,,,,202410-0037
,,,,,2024-10-17,,2024-10-17,10000050/0001-50,,,,Delta Serviços,10000050/0001-50,Delta Serviços,,,,,,202410-0038
,,,,,2024-10-07,,2024-10-07,10000058/0001-58,,,,Gamma Importações,10000058/0001-58,Gamma Importações,,,,,,202410-0039
,,,,,2024-10-10,,2024-10-10,10000048/0001-48,,,,Sigma Distribuições,10000048/0001-48,Sigma Distribuições,,,,,,202410-0040
,,,,,2024-10-13,,2024-10-13,10000048/0001-48,,,,Omega Comércio,10000048/0001-48,Omega Comércio,,,,,,202410-0041
,,,,,2024-10-07,,2024-10-07,10000043/0001-43,,,,ACME Comércio Ltda,10000043/0001-43,ACME Comércio Ltda,,,,,,202410-0042
,,,,,2024-10-20,,2024-10-20,10000062/0001-62,,,,Gamma Importações,10000062/0001-62,Gamma Importações,,,,,,202410-0043
,,,,,2024-10-27,,2024-10-27,10000059/0001-59,,,,Omega Comércio,10000059/0001-59,Omega Comércio,,,,,,202410-0044
,,,,,2024-10-26,,2024-10-26,10000046/0001-46,,,,ACME Comércio Ltda,10000046/0001-46,ACME Comércio Ltda,,,,,,202410-0045
,,,,,2024-10-08,,2024-10-08,10000057/0001-57,,,,Gamma Importações,10000057/0001-57,Gamma Importações,,,,,,202410-0046
,,,,,2024-10-14,,2024-10-14,10000053/0001-53,,,,Zeta Ltda,10000053/0001-53,Zeta Ltda,,,,,,202410-0047
,,,,,2024-10-20,,2024-10-20,10000064/0001-64,,,,Sigma Distribuições,10000064/0001-64,Sigma Distribuições,,,,,,202410-0048
,,,,,2024-10-11,,2024-10-11,10000068/0001-68,,,,Gamma Importações,10000068/0001-68,Gamma Importações,,,,,,202410-0049
,,,,,2024-10-27,,2024-10-27,10000069/0001-69,,,,Gamma Importações,10000069/0001-69,Gamma Importações,,,,,,202410-0050
,,,,,2024-10-10,,2024-10-10,10000066/0001-66,,,,Omega Comércio,10000066/0001-66,Omega Comércio,,,,,,202410-0051
,,,,,2024-10-21,,2024-10-21,10000057/0001-57,,,,Epsilon Produtos,10000057/0001-57,Epsilon Produtos,,,,,,202410-0052
,,,,,2024-10-15,,2024-10-15,10000063/0001-63,,,,Beta Distribuição SA,10000063/0001-63,Beta Distribuição SA,,,,,,202410-0053
,,,,,2024-10-03,,2024-10-03,10000062/0001-62,,,,Sigma Distribuições,10000062/0001-62,Sigma Distribuições,,,,,,202410-0054
,,,,,2024-10-17,,2024-10-17,10000056/0001-56,,,,ACME Comércio Ltda,10000056/0001-56,ACME Comércio Ltda,,,,,,202410-0055
