CHAVE DE ACESSO,MODELO,SÉRIE,NÚMERO,NATUREZA DA OPERAÇÃO,DATA EMISSÃO,CPF/CNPJ Emitente,RAZÃO SOCIAL EMITENTE,INSCRIÇÃO ESTADUAL EMITENTE,UF EMITENTE,MUNICÍPIO EMITENTE,CNPJ DESTINATÁRIO,NOME DESTINATÁRIO,UF DESTINATÁRIO,INDICADOR IE DESTINATÁRIO,DESTINO DA OPERAÇÃO,CONSUMIDOR FINAL,PRESENÇA DO COMPRADOR,NÚMERO PRODUTO,DESCRIÇÃO DO PRODUTO/SERVIÇO,CÓDIGO NCM/SH,NCM/SH (TIPO DE PRODUTO),CFOP,QUANTIDADE,UNIDADE,VALOR UNITÁRIO,VALOR TOTAL
,,,,,,,,,,,,,,,,,,Produto 46,Produto 46,,Produto 46,,11,,198.62,198.62
,,,,,,,,,,,,,,,,,,Produto 63,Produto 63,,Produto 63,,15,,320.82,320.82
,,,,,,,,,,,,,,,,,,Produto 46,Produto 46,,Produto 46,,11,,202.78,202.78
,,,,,,,,,,,,,,,,,,Produto 26,Produto 26,,Produto 26,,6,,287.88,287.88
,,,,,,,,,,,,,,,,,,Produto 69,Produto 69,,Produto 69,,3,,289.77,289.77
,,,,,,,,,,,,,,,,,,Produto 51,Produto 51,,Produto 51,,17,,214.74,214.74
,,,,,,,,,,,,,,,,,,Produto 7,Produto 7,,Produto 7,,1,,486.27,486.27
,,,,,,,,,,,,,,,,,,Produto 86,Produto 86,,Produto 86,,19,,123.70,123.70
,,,,,,,,,,,,,,,,,,Produto 88,Produto 88,,Produto 88,,18,,221.18,221.18
,,,,,,,,,,,,,,,,,,Produto 40,Produto 40,,Produto 40,,10,,293.53,293.53
,,,,,,,,,,,,,,,,,,Produto 50,Produto 50,,Produto 50,,2,,403.97,403.97
,,,,,,,,,,,,,,,,,,Produto 33,Produto 33,,Produto 33,,10,,127.02,127.02
,,,,,,,,,,,,,,,,,,Produto 51,Produto 51,,Produto 51,,10,,424.69,424.69
,,,,,,,,,,,,,,,,,,Produto 53,Produto 53,,Produto 53,,19,,173.29,173.29
,,,,,,,,,,,,,,,,,,Produto 17,Produto 17,,Produto 17,,4,,25.85,25.85
,,,,,,,,,,,,,,,,,,Produto 21,Produto 21,,Produto 21,,18,,131.73,131.73
,,,,,,,,,,,,,,,,,,Produto 14,Produto 14,,Produto 14,,8,,216.19,216.19
,,,,,,,,,,,,,,,,,,Produto 60,Produto 60,,Produto 60,,2,,379.71,379.71
,,,,,,,,,,,,,,,,,,Produto 1,Produto 1,,Produto 1,,15,,466.27,466.27
,,,,,,,,,,,,,,,,,,Produto 45,Produto 45,,Produto 45,,10,,237.04,237.04
,,,,,,,,,,,,,,,,,,Produto 14,Produto 14,,Produto 14,,14,,380.24,380.24
,,,,,,,,,,,,,,,,,,Produto 6,Produto 6,,Produto 6,,1,,487.00,487.00
,,,,,,,,,,,,,,,,,,Produto 99,Produto 99,,Produto 99,,11,,494.55,494.55
,,,,,,,,,,,,,,,,,,Produto 57,Produto 57,,Produto 57,,10,,116.86,116.86
,,,,,,,,,,,,,,,,,,Produto 38,Produto 38,,Produto 38,,11,,115.65,115.65
,,,,,,,,,,,,,,,,,,Produto 65,Produto 65,,Produto 65,,2,,426.27,426.27
,,,,,,,,,,,,,,,,,,Produto 10,Produto 10,,Produto 10,,12,,335.42,335.42
,,,,,,,,,,,,,,,,,,Produto 21,Produto 21,,Produto 21,,1,,227.13,227.13
,,,,,,,,,,,,,,,,,,Produto 64,Produto 64,,Produto 64,,17,,389.59,389.59
,,,,,,,,,,,,,,,,,,Produto 21,Produto 21,,Produto 21,,7,,69.88,69.88
,,,,,,,,,,,,,,,,,,Produto 71,Produto 71,,Produto 71,,15,,196.46,196.46
,,,,,,,,,,,,,,,,,,Produto 33,Produto 33,,Produto 33,,7,,274.07,274.07
,,,,,,,,,,,,,,,,,,Produto 46,Produto 46,,Produto 46,,4,,307.40,307.40
,,,,,,,,,,,,,,,,,,Produto 89,Produto 89,,Produto 89,,6,,181.78,181.78
,,,,,,,,,,,,,,,,,,Produto 56,Produto 56,,Produto 56,,16,,418.92,418.92
,,,,,,,,,,,,,,,,,,Produto 77,Produto 77,,Produto 77,,12,,19.96,19.96
,,,,,,,,,,,,,,,,,,Produto 55,Produto 55,,Produto 55,,1,,53.78,53.78
,,,,,,,,,,,,,,,,,,Produto 49,Produto 49,,Produto 49,,3,,357.35,357.35
,,,,,,,,,,,,,,,,,,Produto 87,Produto 87,,Produto 87,,1,,410.57,410.57
,,,,,,,,,,,,,,,,,,Produto 23,Produto 23,,Produto 23,,5,,297.04,297.04
,,,,,,,,,,,,,,,,,,Produto 6,Produto 6,,Produto 6,,17,,27.61,27.61
,,,,,,,,,,,,,,,,,,Produto 4,Produto 4,,Produto 4,,8,,403.04,403.04
,,,,,,,,,,,,,,,,,,Produto 8,Produto 8,,Produto 8,,8,,396.46,396.46
,,,,,,,,,,,,,,,,,,Produto 81,Produto 81,,Produto 81,,13,,466.98,466.98
,,,,,,,,,,,,,,,,,,Produto 30,Produto 30,,Produto 30,,3,,261.22,261.22
,,,,,,,,,,,,,,,,,,Produto 47,Produto 47,,Produto 47,,1,,275.40,275.40
,,,,,,,,,,,,,,,,,,Produto 79,Produto 79,,Produto 79,,6,,98.72,98.72
,,,,,,,,,,,,,,,,,,Produto 8,Produto 8,,Produto 8,,17,,129.25,129.25
,,,,,,,,,,,,,,,,,,Produto 54,Produto 54,,Produto 54,,11,,484.34,484.34
,,,,,,,,,,,,,,,,,,Produto 46,Produto 46,,Produto 46,,6,,265.26,265.26
,,,,,,,,,,,,,,,,,,Produto 72,Produto 72,,Produto 72,,4,,52.31,52.31
,,,,,,,,,,,,,,,,,,Produto 16,Produto 16,,Produto 16,,14,,337.34,337.34
,,,,,,,,,,,,,,,,,,Produto 56,Produto 56,,Produto 56,,6,,42.06,42.06
,,,,,,,,,,,,,,,,,,Produto 1,Produto 1,,Produto 1,,19,,485.07,485.07
,,,,,,,,,,,,,,,,,,Produto 65,Produto 65,,Produto 65,,7,,188.00,188.00
,,,,,,,,,,,,,,,,,,Produto 96,Produto 96,,Produto 96,,1,,298.31,298.31
,,,,,,,,,,,,,,,,,,Produto 54,Produto 54,,Produto 54,,14,,478.41,478.41
,,,,,,,,,,,,,,,,,,Produto 79,Produto 79,,Produto 79,,10,,218.95,218.95
,,,,,,,,,,,,,,,,,,Produto 18,Produto 18,,Produto 18,,15,,305.71,305.71
,,,,,,,,,,,,,,,,,,Produto 86,Produto 86,,Produto 86,,9,,465.07,465.07
,,,,,,,,,,,,,,,,,,Produto 6,Produto 6,,Produto 6,,14,,370.66,370.66
,,,,,,,,,,,,,,,,,,Produto 73,Produto 73,,Produto 73,,11,,472.54,472.54
,,,,,,,,,,,,,,,,,,Produto 2,Produto 2,,Produto 2,,15,,364.59,364.59
,,,,,,,,,,,,,,,,,,Produto 64,Produto 64,,Produto 64,,10,,390.30,390.30
,,,,,,,,,,,,,,,,,,Produto 99,Produto 99,,Produto 99,,17,,214.30,214.30
,,,,,,,,,,,,,,,,,,Produto 96,Produto 96,,Produto 96,,10,,105.70,105.70
,,,,,,,,,,,,,,,,,,Produto 90,Produto 90,,Produto 90,,15,,246.04,246.04
,,,,,,,,,,,,,,,,,,Produto 69,Produto 69,,Produto 69,,16,,154.59,154.59
,,,,,,,,,,,,,,,,,,Produto 44,Produto 44,,Produto 44,,2,,444.50,444.50
,,,,,,,,,,,,,,,,,,Produto 41,Produto 41,,Produto 41,,4,,335.07,335.07
,,,,,,,,,,,,,,,,,,Produto 46,Produto 46,,Produto 46,,5,,231.54,231.54
,,,,,,,,,,,,,,,,,,Produto 67,Produto 67,,Produto 67,,10,,5.14,5.14
,,,,,,,,,,,,,,,,,,Produto 25,Produto 25,,Produto 25,,8,,484.71,484.71
,,,,,,,,,,,,,,,,,,Produto 96,Produto 96,,Produto 96,,8,,395.25,395.25
,,,,,,,,,,,,,,,,,,Produto 19,Produto 19,,Produto 19,,18,,327.66,327.66
,,,,,,,,,,,,,,,,,,Produto 87,Produto 87,,Produto 87,,1,,492.83,492.83
,,,,,,,,,,,,,,,,,,Produto 92,Produto 92,,Produto 92,,1,,94.99,94.99
,,,,,,,,,,,,,,,,,,Produto 65,Produto 65,,Produto 65,,1,,432.49,432.49
,,,,,,,,,,,,,,,,,,Produto 33,Produto 33,,Produto 33,,5,,33.05,33.05
,,,,,,,,,,,,,,,,,,Produto 11,Produto 11,,Produto 11,,1,,113.69,113.69
,,,,,,,,,,,,,,,,,,Produto 52,Produto 52,,Produto 52,,2,,405.77,405.77
,,,,,,,,,,,,,,,,,,Produto 10,Produto 10,,Produto 10,,9,,239.16,239.16
,,,,,,,,,,,,,,,,,,Produto 20,Produto 20,,Produto 20,,9,,304.74,304.74
,,,,,,,,,,,,,,,,,,Produto 63,Produto 63,,Produto 63,,8,,477.28,477.28
,,,,,,,,,,,,,,,,,,Produto 48,Produto 48,,Produto 48,,16,,467.76,467.76
,,,,,,,,,,,,,,,,,,Produto 62,Produto 62,,Produto 62,,3,,346.94,346.94
,,,,,,,,,,,,,,,,,,Produto 80,Produto 80,,Produto 80,,15,,157.16,157.16
,,,,,,,,,,,,,,,,,,Produto 15,Produto 15,,Produto 15,,6,,276.19,276.19
,,,,,,,,,,,,,,,,,,Produto 92,Produto 92,,Produto 92,,1,,412.17,412.17
,,,,,,,,,,,,,,,,,,Produto 51,Produto 51,,Produto 51,,11,,60.86,60.86
,,,,,,,,,,,,,,,,,,Produto 64,Produto 64,,Produto 64,,12,,300.46,300.46
,,,,,,,,,,,,,,,,,,Produto 61,Produto 61,,Produto 61,,17,,264.50,264.50
,,,,,,,,,,,,,,,,,,Produto 36,Produto 36,,Produto 36,,15,,36.78,36.78
,,,,,,,,,,,,,,,,,,Produto 42,Produto 42,,Produto 42,,5,,343.05,343.05
,,,,,,,,,,,,,,,,,,Produto 69,Produto 69,,Produto 69,,12,,283.09,283.09
,,,,,,,,,,,,,,,,,,Produto 63,Produto 63,,Produto 63,,12,,72.25,72.25
,,,,,,,,,,,,,,,,,,Produto 43,Produto 43,,Produto 43,,2,,286.99,286.99
,,,,,,,,,,,,,,,,,,Produto 57,Produto 57,,Produto 57,,13,,467.91,467.91
,,,,,,,,,,,,,,,,,,Produto 93,Produto 93,,Produto 93,,6,,416.28,416.28
,,,,,,,,,,,,,,,,,,Produto 97,Produto 97,,Produto 97,,11,,326.25,326.25
,,,,,,,,,,,,,,,,,,Produto 21,Produto 21,,Produto 21,,10,,8.79,8.79
,,,,,,,,,,,,,,,,,,Produto 44,Produto 44,,Produto 44,,8,,489.70,489.70
,,,,,,,,,,,,,,,,,,Produto 4,Produto 4,,Produto 4,,13,,116.75,116.75
,,,,,,,,,,,,,,,,,,Produto 90,Produto 90,,Produto 90,,1,,413.31,413.31
,,,,,,,,,,,,,,,,,,Produto 36,Produto 36,,Produto 36,,15,,234.49,234.49
,,,,,,,,,,,,,,,,,,Produto 61,Produto 61,,Produto 61,,18,,150.96,150.96
,,,,,,,,,,,,,,,,,,Produto 36,Produto 36,,Produto 36,,1,,234.82,234.82
,,,,,,,,,,,,,,,,,,Produto 93,Produto 93,,Produto 93,,15,,463.37,463.37
,,,,,,,,,,,,,,,,,,Produto 70,Produto 70,,Produto 70,,1,,69.21,69.21
,,,,,,,,,,,,,,,,,,Produto 84,Produto 84,,Produto 84,,18,,339.20,339.20
,,,,,,,,,,,,,,,,,,Produto 15,Produto 15,,Produto 15,,8,,45.07,45.07
,,,,,,,,,,,,,,,,,,Produto 22,Produto 22,,Produto 22,,18,,110.66,110.66
,,,,,,,,,,,,,,,,,,Produto 67,Produto 67,,Produto 67,,2,,33.00,33.00
,,,,,,,,,,,,,,,,,,Produto 69,Produto 69,,Produto 69,,2,,402.39,402.39
,,,,,,,,,,,,,,,,,,Produto 50,Produto 50,,Produto 50,,14,,382.98,382.98
,,,,,,,,,,,,,,,,,,Produto 43,Produto 43,,Produto 43,,11,,156.19,156.19
,,,,,,,,,,,,,,,,,,Produto 2,Produto 2,,Produto 2,,16,,491.26,491.26
,,,,,,,,,,,,,,,,,,Produto 61,Produto 61,,Produto 61,,6,,101.52,101.52
,,,,,,,,,,,,,,,,,,Produto 42,Produto 42,,Produto 42,,19,,494.79,494.79
,,,,,,,,,,,,,,,,,,Produto 53,Produto 53,,Produto 53,,7,,494.43,494.43
,,,,,,,,,,,,,,,,,,Produto 80,Produto 80,,Produto 80,,18,,436.33,436.33
,,,,,,,,,,,,,,,,,,Produto 61,Produto 61,,Produto 61,,15,,232.79,232.79
,,,,,,,,,,,,,,,,,,Produto 18,Produto 18,,Produto 18,,12,,7.32,7.32
,,,,,,,,,,,,,,,,,,Produto 21,Produto 21,,Produto 21,,15,,118.64,118.64
,,,,,,,,,,,,,,,,,,Produto 69,Produto 69,,Produto 69,,9,,167.20,167.20
,,,,,,,,,,,,,,,,,,Produto 30,Produto 30,,Produto 30,,13,,198.71,198.71
,,,,,,,,,,,,,,,,,,Produto 84,Produto 84,,Produto 84,,13,,40.26,40.26
,,,,,,,,,,,,,,,,,,Produto 32,Produto 32,,Produto 32,,6,,129.11,129.11
,,,,,,,,,,,,,,,,,,Produto 13,Produto 13,,Produto 13,,5,,340.26,340.26
,,,,,,,,,,,,,,,,,,Produto 20,Produto 20,,Produto 20,,8,,209.43,209.43
,,,,,,,,,,,,,,,,,,Produto 61,Produto 61,,Produto 61,,15,,151.93,151.93
,,,,,,,,,,,,,,,,,,Produto 11,Produto 11,,Produto 11,,19,,389.52,389.52
,,,,,,,,,,,,,,,,,,Produto 87,Produto 87,,Produto 87,,1,,451.19,451.19
,,,,,,,,,,,,,,,,,,Produto 14,Produto 14,,Produto 14,,5,,450.41,450.41
,,,,,,,,,,,,,,,,,,Produto 78,Produto 78,,Produto 78,,14,,483.69,483.69
,,,,,,,,,,,,,,,,,,Produto 72,Produto 72,,Produto 72,,19,,252.36,252.36
,,,,,,,,,,,,,,,,,,Produto 19,Produto 19,,Produto 19,,19,,401.16,401.16
,,,,,,,,,,,,,,,,,,Produto 92,Produto 92,,Produto 92,,3,,36.87,36.87
,,,,,,,,,,,,,,,,,,Produto 8,Produto 8,,Produto 8,,14,,382.77,382.77
,,,,,,,,,,,,,,,,,,Produto 43,Produto 43,,Produto 43,,8,,245.33,245.33
,,,,,,,,,,,,,,,,,,Produto 26,Produto 26,,Produto 26,,18,,38.59,38.59
,,,,,,,,,,,,,,,,,,Produto 80,Produto 80,,Produto 80,,1,,139.41,139.41
,,,,,,,,,,,,,,,,,,Produto 3,Produto 3,,Produto 3,,6,,193.12,193.12
,,,,,,,,,,,,,,,,,,Produto 9,Produto 9,,Produto 9,,8,,265.64,265.64
,,,,,,,,,,,,,,,,,,Produto 20,Produto 20,,Produto 20,,14,,388.89,388.89
,,,,,,,,,,,,,,,,,,Produto 3,Produto 3,,Produto 3,,8,,369.35,369.35
,,,,,,,,,,,,,,,,,,Produto 29,Produto 29,,Produto 29,,8,,41.77,41.77
,,,,,,,,,,,,,,,,,,Produto 26,Produto 26,,Produto 26,,9,,470.38,470.38
,,,,,,,,,,,,,,,,,,Produto 73,Produto 73,,Produto 73,,1,,300.05,300.05
,,,,,,,,,,,,,,,,,,Produto 72,Produto 72,,Produto 72,,10,,15.40,15.40
,,,,,,,,,,,,,,,,,,Produto 37,Produto 37,,Produto 37,,10,,361.23,361.23
,,,,,,,,,,,,,,,,,,Produto 88,Produto 88,,Produto 88,,7,,357.63,357.63
,,,,,,,,,,,,,,,,,,Produto 42,Produto 42,,Produto 42,,10,,339.50,339.50
,,,,,,,,,,,,,,,,,,Produto 96,Produto 96,,Produto 96,,14,,173.35,173.35
,,,,,,,,,,,,,,,,,,Produto 64,Produto 64,,Produto 64,,8,,291.89,291.89
,,,,,,,,,,,,,,,,,,Produto 53,Produto 53,,Produto 53,,1,,471.00,471.00
,,,,,,,,,,,,,,,,,,Produto 95,Produto 95,,Produto 95,,10,,124.42,124.42
,,,,,,,,,,,,,,,,,,Produto 67,Produto 67,,Produto 67,,14,,438.14,438.14
,,,,,,,,,,,,,,,,,,Produto 96,Produto 96,,Produto 96,,11,,223.48,223.48
,,,,,,,,,,,,,,,,,,Produto 70,Produto 70,,Produto 70,,11,,379.46,379.46
,,,,,,,,,,,,,,,,,,Produto 38,Produto 38,,Produto 38,,5,,431.79,431.79
,,,,,,,,,,,,,,,,,,Produto 12,Produto 12,,Produto 12,,3,,147.88,147.88
,,,,,,,,,,,,,,,,,,Produto 61,Produto 61,,Produto 61,,3,,374.14,374.14
,,,,,,,,,,,,,,,,,,Produto 15,Produto 15,,Produto 15,,13,,126.97,126.97
,,,,,,,,,,,,,,,,,,Produto 68,Produto 68,,Produto 68,,14,,107.79,107.79
,,,,,,,,,,,,,,,,,,Produto 9,Produto 9,,Produto 9,,2,,60.08,60.08
,,,,,,,,,,,,,,,,,,Produto 45,Produto 45,,Produto 45,,8,,468.02,468.02
,,,,,,,,,,,,,,,,,,Produto 16,Produto 16,,Produto 16,,11,,376.28,376.28
,,,,,,,,,,,,,,,,,,Produto 74,Produto 74,,Produto 74,,18,,396.19,396.19
,,,,,,,,,,,,,,,,,,Produto 50,Produto 50,,Produto 50,,3,,398.83,398.83
,,,,,,,,,,,,,,,,,,Produto 70,Produto 70,,Produto 70,,15,,84.64,84.64
,,,,,,,,,,,,,,,,,,Produto 51,Produto 51,,Produto 51,,17,,263.01,263.01
,,,,,,,,,,,,,,,,,,Produto 76,Produto 76,,Produto 76,,9,,87.05,87.05
,,,,,,,,,,,,,,,,,,Produto 57,Produto 57,,Produto 57,,3,,367.45,367.45
,,,,,,,,,,,,,,,,,,Produto 17,Produto 17,,Produto 17,,10,,153.72,153.72
,,,,,,,,,,,,,,,,,,Produto 99,Produto 99,,Produto 99,,2,,481.92,481.92
,,,,,,,,,,,,,,,,,,Produto 85,Produto 85,,Produto 85,,3,,42.65,42.65
,,,,,,,,,,,,,,,,,,Produto 88,Produto 88,,Produto 88,,7,,291.78,291.78
,,,,,,,,,,,,,,,,,,Produto 42,Produto 42,,Produto 42,,8,,48.29,48.29
,,,,,,,,,,,,,,,,,,Produto 79,Produto 79,,Produto 79,,15,,414.88,414.88
,,,,,,,,,,,,,,,,,,Produto 69,Produto 69,,Produto 69,,5,,396.86,396.86
,,,,,,,,,,,,,,,,,,Produto 14,Produto 14,,Produto 14,,8,,257.51,257.51
,,,,,,,,,,,,,,,,,,Produto 29,Produto 29,,Produto 29,,4,,310.66,310.66
,,,,,,,,,,,,,,,,,,Produto 52,Produto 52,,Produto 52,,1,,155.34,155.34
,,,,,,,,,,,,,,,,,,Produto 98,Produto 98,,Produto 98,,11,,359.13,359.13
,,,,,,,,,,,,,,,,,,Produto 3,Produto 3,,Produto 3,,6,,172.12,172.12
,,,,,,,,,,,,,,,,,,Produto 85,Produto 85,,Produto 85,,15,,314.27,314.27
,,,,,,,,,,,,,,,,,,Produto 68,Produto 68,,Produto 68,,1,,399.71,399.71
,,,,,,,,,,,,,,,,,,Produto 63,Produto 63,,Produto 63,,14,,215.63,215.63
,,,,,,,,,,,,,,,,,,Produto 34,Produto 34,,Produto 34,,6,,488.49,488.49
,,,,,,,,,,,,,,,,,,Produto 69,Produto 69,,Produto 69,,7,,207.41,207.41
,,,,,,,,,,,,,,,,,,Produto 1,Produto 1,,Produto 1,,13,,241.04,241.04
,,,,,,,,,,,,,,,,,,Produto 17,Produto 17,,Produto 17,,13,,372.37,372.37
,,,,,,,,,,,,,,,,,,Produto 56,Produto 56,,Produto 56,,6,,55.28,55.28
,,,,,,,,,,,,,,,,,,Produto 45,Produto 45,,Produto 45,,18,,51.19,51.19
,,,,,,,,,,,,,,,,,,Produto 5,Produto 5,,Produto 5,,14,,480.75,480.75
,,,,,,,,,,,,,,,,,,Produto 10,Produto 10,,Produto 10,,16,,73.18,73.18
,,,,,,,,,,,,,,,,,,Produto 44,Produto 44,,Produto 44,,9,,499.51,499.51
,,,,,,,,,,,,,,,,,,Produto 58,Produto 58,,Produto 58,,18,,396.79,396.79
,,,,,,,,,,,,,,,,,,Produto 58,Produto 58,,Produto 58,,12,,87.59,87.59
,,,,,,,,,,,,,,,,,,Produto 28,Produto 28,,Produto 28,,3,,344.37,344.37
,,,,,,,,,,,,,,,,,,Produto 74,Produto 74,,Produto 74,,17,,286.25,286.25
,,,,,,,,,,,,,,,,,,Produto 68,Produto 68,,Produto 68,,15,,393.36,393.36
,,,,,,,,,,,,,,,,,,Produto 1,Produto 1,,Produto 1,,7,,442.15,442.15
,,,,,,,,,,,,,,,,,,Produto 7,Produto 7,,Produto 7,,17,,264.23,264.23
,,,,,,,,,,,,,,,,,,Produto 6,Produto 6,,Produto 6,,6,,400.36,400.36
,,,,,,,,,,,,,,,,,,Produto 91,Produto 91,,Produto 91,,17,,109.52,109.52
,,,,,,,,,,,,,,,,,,Produto 61,Produto 61,,Produto 61,,19,,70.71,70.71
,,,,,,,,,,,,,,,,,,Produto 8,Produto 8,,Produto 8,,11,,266.10,266.10
,,,,,,,,,,,,,,,,,,Produto 27,Produto 27,,Produto 27,,14,,31.84,31.84
,,,,,,,,,,,,,,,,,,Produto 43,Produto 43,,Produto 43,,1,,453.73,453.73
,,,,,,,,,,,,,,,,,,Produto 80,Produto 80,,Produto 80,,4,,251.29,251.29
,,,,,,,,,,,,,,,,,,Produto 89,Produto 89,,Produto 89,,15,,244.79,244.79
,,,,,,,,,,,,,,,,,,Produto 74,Produto 74,,Produto 74,,9,,156.11,156.11
,,,,,,,,,,,,,,,,,,Produto 62,Produto 62,,Produto 62,,19,,50.84,50.84
,,,,,,,,,,,,,,,,,,Produto 28,Produto 28,,Produto 28,,6,,244.02,244.02
,,,,,,,,,,,,,,,,,,Produto 50,Produto 50,,Produto 50,,1,,437.13,437.13
,,,,,,,,,,,,,,,,,,Produto 15,Produto 15,,Produto 15,,14,,20.45,20.45
,,,,,,,,,,,,,,,,,,Produto 9,Produto 9,,Produto 9,,12,,142.45,142.45
,,,,,,,,,,,,,,,,,,Produto 64,Produto 64,,Produto 64,,8,,445.16,445.16
,,,,,,,,,,,,,,,,,,Produto 10,Produto 10,,Produto 10,,9,,424.92,424.92
,,,,,,,,,,,,,,,,,,Produto 91,Produto 91,,Produto 91,,19,,266.55,266.55
,,,,,,,,,,,,,,,,,,Produto 15,Produto 15,,Produto 15,,15,,323.16,323.16
,,,,,,,,,,,,,,,,,,Produto 66,Produto 66,,Produto 66,,12,,179.83,179.83
,,,,,,,,,,,,,,,,,,Produto 89,Produto 89,,Produto 89,,14,,408.92,408.92
,,,,,,,,,,,,,,,,,,Produto 50,Produto 50,,Produto 50,,5,,29.25,29.25
,,,,,,,,,,,,,,,,,,Produto 92,Produto 92,,Produto 92,,15,,398.74,398.74
,,,,,,,,,,,,,,,,,,Produto 51,Produto 51,,Produto 51,,2,,108.75,108.75
,,,,,,,,,,,,,,,,,,Produto 77,Produto 77,,Produto 77,,4,,16.63,16.63
,,,,,,,,,,,,,,,,,,Produto 7,Produto 7,,Produto 7,,15,,486.66,486.66
,,,,,,,,,,,,,,,,,,Produto 52,Produto 52,,Produto 52,,6,,499.10,499.10
,,,,,,,,,,,,,,,,,,Produto 46,Produto 46,,Produto 46,,2,,119.34,119.34
,,,,,,,,,,,,,,,,,,Produto 3,Produto 3,,Produto 3,,14,,312.54,312.54
,,,,,,,,,,,,,,,,,,Produto 1,Produto 1,,Produto 1,,9,,463.18,463.18
,,,,,,,,,,,,,,,,,,Produto 92,Produto 92,,Produto 92,,13,,360.32,360.32
,,,,,,,,,,,,,,,,,,Produto 4,Produto 4,,Produto 4,,3,,147.34,147.34
,,,,,,,,,,,,,,,,,,Produto 54,Produto 54,,Produto 54,,8,,425.46,425.46
,,,,,,,,,,,,,,,,,,Produto 38,Produto 38,,Produto 38,,2,,4.06,4.06
,,,,,,,,,,,,,,,,,,Produto 52,Produto 52,,Produto 52,,12,,389.43,389.43
,,,,,,,,,,,,,,,,,,Produto 91,Produto 91,,Produto 91,,14,,56.03,56.03
,,,,,,,,,,,,,,,,,,Produto 24,Produto 24,,Produto 24,,10,,433.94,433.94
